,dc_p,s_ir,h_ir,m_t
16914,8.3,159.0,-1.0,14.8
16915,9.0,183.0,-1.0,14.8
16916,8.5,176.0,-1.0,14.9
16917,9.0,178.0,-1.0,15.1
16918,8.7,178.0,-1.0,15.1
16919,8.8,174.0,-1.0,15.3
16920,8.9,176.0,-1.0,15.4
16921,9.4,181.0,-1.0,15.4
16922,9.2,185.0,-1.0,15.7
16923,8.8,178.0,-1.0,15.7
16924,8.5,175.0,-1.0,15.8
16925,8.4,167.0,-1.0,15.9
16926,8.4,172.0,-1.0,16.0
16927,8.8,170.0,-1.0,16.0
16928,9.7,185.0,-1.0,16.0
16929,10.3,200.0,-1.0,16.1
16930,11.0,215.0,-1.0,16.2
16931,11.5,226.0,-1.0,16.3
16932,11.4,231.0,-1.0,16.4
16933,11.0,226.0,-1.0,16.6
16934,10.7,219.0,-1.0,16.9
16935,10.5,208.0,-1.0,17.2
16936,11.1,216.0,-1.0,17.5
16937,11.3,226.0,-1.0,17.8
16938,11.7,233.0,-1.0,17.9
16939,11.4,235.0,-1.0,18.3
16940,10.7,226.0,-1.0,18.4
16941,11.6,224.0,-1.0,18.5
16942,12.3,245.0,-1.0,18.8
16943,12.0,246.0,-1.0,18.8
16944,12.6,249.0,-1.0,19.1
16945,12.2,253.0,-1.0,19.1
16946,11.9,245.0,-1.0,19.2
16947,12.0,247.0,-1.0,19.5
16948,12.4,247.0,-1.0,19.6
16949,12.0,261.0,-1.0,19.7
16950,10.7,234.0,-1.0,19.9
16951,10.8,218.0,-1.0,20.1
16952,11.5,231.0,-1.0,20.1
16953,11.3,232.0,-1.0,20.1
16954,11.1,231.0,-1.0,20.1
16955,10.8,227.0,-1.0,20.2
16956,10.8,222.0,-1.0,20.0
16957,10.9,222.0,-1.0,20.0
16958,10.6,220.0,-1.0,20.2
16959,10.6,217.0,-1.0,19.9
16960,10.9,222.0,-1.0,19.9
16961,10.2,218.0,-1.0,19.9
16962,9.9,206.0,-1.0,19.9
16963,10.4,210.0,-1.0,19.8
16964,10.4,215.0,-1.0,19.9
16965,10.4,214.0,-1.0,19.9
16966,10.2,213.0,-1.0,19.9
16967,10.1,209.0,-1.0,19.8
16968,10.3,209.0,-1.0,19.8
16969,10.2,210.0,-1.0,19.8
16970,9.8,204.0,-1.0,19.8
16971,9.7,197.0,-1.0,19.6
16972,9.9,200.0,-1.0,19.4
16973,9.8,201.0,-1.0,19.5
16974,9.8,200.0,-1.0,19.4
16975,9.8,200.0,-1.0,19.3
16976,9.7,199.0,-1.0,19.5
16977,9.4,196.0,-1.0,19.3
16978,9.2,190.0,-1.0,19.3
16979,9.0,187.0,-1.0,19.2
16980,9.4,191.0,-1.0,19.2
16981,9.6,195.0,-1.0,19.2
16982,9.9,199.0,-1.0,19.3
16983,10.6,211.0,-1.0,19.2
16984,10.5,215.0,-1.0,19.2
16985,10.2,210.0,-1.0,19.4
16986,10.2,206.0,-1.0,19.2
16987,10.3,209.0,-1.0,19.2
16988,10.0,206.0,-1.0,19.2
16989,10.1,205.0,-1.0,19.2
16990,10.5,214.0,-1.0,19.4
16991,10.6,214.0,-1.0,19.5
16992,10.9,220.0,-1.0,19.7
16993,11.2,226.0,-1.0,19.8
16994,11.6,236.0,-1.0,19.9
16995,11.3,235.0,-1.0,19.9
16996,10.9,227.0,-1.0,20.1
16997,10.9,221.0,-1.0,20.2
16998,11.2,222.0,-1.0,20.3
16999,11.4,229.0,-1.0,20.5
17000,11.1,226.0,-1.0,20.4
17001,10.8,221.0,-1.0,20.5
17002,10.9,220.0,-1.0,20.4
17003,11.1,219.0,-1.0,20.5
17004,11.3,226.0,-1.0,20.5
17005,10.5,218.0,-1.0,20.6
17006,9.9,206.0,-1.0,20.7
17007,9.3,191.0,-1.0,20.5
17008,9.3,190.0,-1.0,20.6
17009,9.0,190.0,-1.0,20.5
17010,9.5,193.0,-1.0,20.4
17011,10.0,202.0,-1.0,20.4
17012,9.8,205.0,-1.0,20.4
17013,10.5,210.0,-1.0,20.4
17014,11.0,225.0,-1.0,20.5
17015,10.6,219.0,-1.0,20.5
17016,10.8,221.0,-1.0,20.7
17017,11.1,228.0,-1.0,20.8
17018,11.3,230.0,-1.0,21.0
17019,10.0,209.0,-1.0,21.2
17020,9.7,200.0,-1.0,21.1
17021,10.1,206.0,-1.0,21.1
17022,9.9,203.0,-1.0,21.1
17023,9.3,186.0,-1.0,20.8
17024,9.7,192.0,-1.0,20.8
17025,10.4,208.0,-1.0,20.7
17026,10.0,206.0,-1.0,20.6
17027,9.9,200.0,-1.0,20.7
17028,10.2,205.0,-1.0,20.5
17029,9.8,204.0,-1.0,20.5
17030,10.0,199.0,-1.0,20.5
17031,9.7,200.0,-1.0,20.5
17032,9.0,188.0,-1.0,20.4
17033,8.5,176.0,-1.0,20.4
17034,8.4,170.0,-1.0,20.0
17035,8.6,172.0,-1.0,19.6
17036,8.4,172.0,-1.0,19.2
17037,8.4,169.0,-1.0,18.8
17038,8.6,170.0,-1.0,18.4
17039,8.5,171.0,-1.0,17.9
17040,8.0,165.0,-1.0,17.6
17041,7.9,159.0,-1.0,17.3
17042,7.8,157.0,-1.0,16.8
17043,7.8,157.0,-1.0,16.6
17044,7.8,155.0,-1.0,16.3
17045,8.3,158.0,-1.0,16.3
17046,8.9,167.0,-1.0,16.2
17047,9.3,188.0,-1.0,16.0
17048,8.9,178.0,-1.0,15.8
17049,8.3,185.0,-1.0,15.5
17050,8.0,158.0,-1.0,15.4
17051,8.1,160.0,-1.0,15.2
17052,7.8,159.0,-1.0,15.4
17053,7.4,152.0,-1.0,15.1
17054,7.3,147.0,-1.0,15.0
17055,7.3,145.0,-1.0,14.8
17056,7.2,144.0,-1.0,15.0
17057,7.3,144.0,-1.0,14.8
17058,7.4,146.0,-1.0,14.7
17059,7.3,146.0,-1.0,14.5
17060,7.5,147.0,-1.0,14.7
17061,7.7,151.0,-1.0,15.0
17062,7.8,153.0,-1.0,15.1
17063,7.8,156.0,-1.0,15.1
17064,7.7,155.0,-1.0,15.4
17065,8.0,160.0,-1.0,15.5
17066,8.4,165.0,-1.0,15.7
17067,7.8,162.0,-1.0,16.1
17068,8.7,160.0,-1.0,16.2
17069,8.5,187.0,-1.0,16.3
17070,9.0,176.0,-1.0,16.5
17071,10.1,193.0,-1.0,16.7
17072,10.0,216.0,-1.0,16.9
17073,9.2,190.0,-1.0,17.2
17074,8.5,178.0,-1.0,17.1
17075,8.6,172.0,-1.0,17.1
17076,9.2,178.0,-1.0,17.3
17077,9.5,201.0,-1.0,17.0
17078,8.9,188.0,-1.0,16.9
17079,7.3,171.0,-1.0,16.8
17080,7.0,149.0,-1.0,16.7
17081,7.3,146.0,-1.0,16.4
17082,7.3,150.0,-1.0,16.4
17083,7.5,150.0,-1.0,16.5
17084,7.8,156.0,-1.0,16.6
17085,8.3,166.0,-1.0,16.6
17086,8.8,174.0,-1.0,16.5
17087,9.1,183.0,-1.0,16.3
17088,9.1,184.0,-1.0,16.3
17089,10.9,188.0,-1.0,16.2
17090,13.1,227.0,-1.0,16.3
17091,11.9,235.0,-1.0,16.3
17092,7.8,170.0,-1.0,16.4
17093,8.5,151.0,-1.0,16.3
17094,9.5,169.0,-1.0,16.1
17095,9.2,176.0,-1.0,16.1
17096,8.0,173.0,-1.0,15.9
17097,9.5,181.0,-1.0,15.8
17098,9.4,186.0,-1.0,15.7
17099,9.1,181.0,-1.0,15.4
17100,9.0,183.0,-1.0,15.5
17101,8.9,181.0,-1.0,15.4
17102,8.6,176.0,-1.0,15.3
17103,8.4,172.0,-1.0,15.3
17104,8.4,170.0,-1.0,15.3
17105,8.5,172.0,-1.0,15.2
17106,8.5,173.0,-1.0,15.2
17107,8.4,171.0,-1.0,15.1
17108,8.1,168.0,-1.0,15.2
17109,7.9,164.0,-1.0,15.0
17110,7.8,161.0,-1.0,14.8
17111,7.6,157.0,-1.0,14.4
17112,7.5,152.0,-1.0,14.4
17113,7.5,149.0,-1.0,14.1
17114,7.0,146.0,-1.0,13.9
17115,6.7,139.0,-1.0,13.7
17116,6.6,138.0,-1.0,13.5
17117,6.5,136.0,-1.0,13.3
17118,6.3,135.0,-1.0,13.4
17119,6.3,133.0,-1.0,13.4
17120,6.1,130.0,-1.0,13.3
17121,6.0,128.0,-1.0,13.4
17122,5.9,127.0,-1.0,13.4
17123,5.5,121.0,-1.0,13.3
17124,5.4,116.0,-1.0,13.2
17125,5.5,117.0,-1.0,13.2
17126,5.2,114.0,-1.0,13.2
17127,5.2,112.0,-1.0,13.1
17128,5.0,108.0,-1.0,12.9
17129,4.6,105.0,-1.0,12.8
17130,4.8,102.0,-1.0,12.7
17131,4.7,100.0,-1.0,12.7
17132,4.6,100.0,-1.0,12.5
17133,4.8,100.0,-1.0,12.4
17134,4.5,100.0,-1.0,12.4
17135,4.4,98.0,-1.0,12.2
17136,4.4,97.0,-1.0,12.1
17137,4.2,93.0,-1.0,12.2
17138,4.2,91.0,-1.0,12.1
17139,3.8,88.0,-1.0,11.9
17140,4.0,86.0,-1.0,11.8
17141,3.9,83.0,-1.0,11.5
17142,3.8,81.0,-1.0,11.2
17143,3.8,80.0,-1.0,11.5
17144,3.7,79.0,-1.0,11.4
17145,3.7,78.0,-1.0,11.2
17146,3.6,77.0,-1.0,11.2
17147,3.6,75.0,-1.0,11.2
17148,3.5,73.0,-1.0,11.1
17149,3.4,71.0,-1.0,11.0
17150,3.3,69.0,-1.0,11.0
17151,3.3,68.0,-1.0,10.7
17152,3.2,66.0,-1.0,10.6
17153,3.2,65.0,-1.0,10.5
17154,3.1,64.0,-1.0,10.4
17155,3.1,63.0,-1.0,10.3
17156,3.2,62.0,-1.0,10.1
17157,3.0,60.0,-1.0,10.1
17158,2.7,60.0,-1.0,10.0
17159,2.9,59.0,-1.0,10.0
17160,2.8,58.0,-1.0,9.9
17161,2.9,57.0,-1.0,9.8
17162,2.6,53.0,-1.0,9.7
17163,2.5,51.0,-1.0,9.6
17164,2.4,47.0,-1.0,9.3
17165,2.3,46.0,-1.0,9.2
17166,2.3,45.0,-1.0,9.3
17167,2.3,44.0,-1.0,9.2
17168,2.3,44.0,-1.0,9.1
17169,2.3,44.0,-1.0,9.0
17170,2.2,43.0,-1.0,9.0
17171,2.1,41.0,-1.0,9.0
17172,2.1,41.0,-1.0,8.8
17173,2.1,41.0,-1.0,8.7
17174,2.1,41.0,-1.0,8.7
17175,1.8,40.0,-1.0,8.4
17176,2.2,39.0,-1.0,8.4
17177,1.9,38.0,-1.0,8.4
17178,1.7,38.0,-1.0,8.4
17179,1.7,35.0,-1.0,8.2
17180,1.6,32.0,-1.0,8.3
17181,1.2,28.0,-1.0,8.2
17182,1.3,26.0,-1.0,8.3
17183,1.2,23.0,-1.0,8.3
17184,1.1,22.0,-1.0,8.1
17185,1.1,21.0,-1.0,8.0
17186,1.1,21.0,-1.0,7.9
17187,1.1,21.0,-1.0,7.9
17188,1.1,21.0,-1.0,7.7
17189,1.1,20.0,-1.0,7.8
17190,1.0,19.0,-1.0,7.6
17191,0.0,17.0,-1.0,7.5
17192,0.0,14.0,-1.0,7.5
17193,0.7,13.0,-1.0,7.2
17194,0.0,12.0,-1.0,7.2
17195,0.0,11.0,-1.0,7.0
17196,0.0,10.0,-1.0,6.9
17197,0.5,9.0,-1.0,6.7
17198,0.5,8.0,-1.0,6.5
17199,0.5,7.0,-1.0,6.5
17200,0.4,7.0,-1.0,6.4
17201,0.4,6.0,-1.0,6.1
17202,0.4,6.0,-1.0,6.1
17203,0.0,5.0,-1.0,5.9
17204,0.3,5.0,-1.0,5.8
17205,0.0,4.0,-1.0,5.6
17206,0.0,3.0,-1.0,5.6
17207,0.0,3.0,-1.0,5.3
17208,0.0,3.0,-1.0,5.3
17209,0.0,2.0,-1.0,5.1
17210,0.0,2.0,-1.0,5.1
17211,0.0,2.0,-1.0,5.0
17212,0.0,2.0,-1.0,4.9
17213,0.0,1.0,-1.0,4.6
17214,0.0,1.0,-1.0,4.6
17215,0.0,1.0,-1.0,4.5
17216,0.0,1.0,-1.0,4.3
17217,0.0,0.0,-1.0,4.2
17218,0.0,0.0,-1.0,4.4
17219,0.0,0.0,-1.0,4.1
17220,0.0,0.0,-1.0,4.0
17221,0.0,0.0,-1.0,3.8
17222,0.0,0.0,-1.0,3.8
17223,0.0,0.0,-1.0,3.7
17224,0.0,0.0,-1.0,3.9
17225,0.0,0.0,-1.0,3.8
17226,0.0,0.0,-1.0,3.7
17227,0.0,0.0,-1.0,3.8
17228,0.0,0.0,-1.0,3.6
17229,0.0,0.0,-1.0,3.8
17230,0.0,0.0,-1.0,3.6
17231,0.0,0.0,-1.0,3.7
17232,0.0,0.0,-1.0,3.5
17233,0.0,0.0,-1.0,3.4
17234,0.0,0.0,-1.0,3.4
17235,0.0,0.0,-1.0,3.6
17236,0.0,0.0,-1.0,3.6
17237,0.0,0.0,-1.0,3.5
17238,0.0,0.0,-1.0,3.4
17239,0.0,0.0,-1.0,3.3
17240,0.0,0.0,-1.0,3.5
17241,0.0,0.0,-1.0,3.4
17242,0.0,0.0,-1.0,3.2
17243,0.0,0.0,-1.0,3.0
17244,0.0,0.0,-1.0,3.0
17245,0.0,0.0,-1.0,3.0
17246,0.0,0.0,-1.0,2.9
17247,0.0,0.0,-1.0,2.9
17248,0.0,0.0,-1.0,2.9
17249,0.0,0.0,-1.0,2.7
17250,0.0,0.0,-1.0,2.7
17251,0.0,0.0,-1.0,2.6
17252,0.0,0.0,-1.0,2.7
17253,0.0,0.0,-1.0,2.7
17254,0.0,0.0,-1.0,2.7
17255,0.0,0.0,-1.0,2.4
17256,0.0,0.0,-1.0,2.4
17257,0.0,0.0,-1.0,2.3
17258,0.0,0.0,-1.0,2.4
17259,0.0,0.0,-1.0,2.3
17260,0.0,0.0,-1.0,2.3
17261,0.0,0.0,-1.0,2.3
17262,0.0,0.0,-1.0,2.1
17263,0.0,0.0,-1.0,2.1
17264,0.0,0.0,-1.0,2.2
17265,0.0,0.0,-1.0,2.1
17266,0.0,0.0,-1.0,2.1
17267,0.0,0.0,-1.0,2.1
17268,0.0,0.0,-1.0,2.2
17269,0.0,0.0,-1.0,2.1
17270,0.0,0.0,-1.0,2.1
17271,0.0,0.0,-1.0,2.1
17272,0.0,0.0,-1.0,2.1
17273,0.0,0.0,-1.0,2.4
17274,0.0,0.0,-1.0,2.6
17275,0.0,0.0,-1.0,2.8
17276,0.0,0.0,-1.0,2.8
17277,0.0,0.0,-1.0,2.9
17278,0.0,0.0,-1.0,3.2
17279,0.0,0.0,-1.0,3.2
17280,0.0,0.0,-1.0,3.3
17281,0.0,0.0,-1.0,3.3
17282,0.0,0.0,-1.0,3.4
17283,0.0,0.0,-1.0,3.3
17284,0.0,0.0,-1.0,3.3
17285,0.0,0.0,-1.0,3.2
17286,0.0,0.0,-1.0,3.2
17287,0.0,0.0,-1.0,3.1
17288,0.0,0.0,-1.0,3.2
17289,0.0,0.0,-1.0,3.4
17290,0.0,0.0,-1.0,3.5
17291,0.0,0.0,-1.0,3.6
17292,0.0,0.0,-1.0,3.8
17293,0.0,0.0,-1.0,3.9
17294,0.0,0.0,-1.0,4.2
17295,0.0,0.0,-1.0,4.1
17296,0.0,0.0,-1.0,4.3
17297,0.0,0.0,-1.0,4.5
17298,0.0,0.0,-1.0,4.7
17299,0.0,0.0,-1.0,4.9
17300,0.0,0.0,-1.0,4.9
17301,0.0,0.0,-1.0,5.0
17302,0.0,0.0,-1.0,5.1
17303,0.0,0.0,-1.0,5.2
17304,0.0,0.0,-1.0,5.2
17305,0.0,0.0,-1.0,5.4
17306,0.0,0.0,-1.0,5.3
17307,0.0,0.0,-1.0,5.4
17308,0.0,0.0,-1.0,5.5
17309,0.0,0.0,-1.0,5.4
17310,0.0,0.0,-1.0,5.5
17311,0.0,0.0,-1.0,5.5
17312,0.0,0.0,-1.0,5.7
17313,0.0,0.0,-1.0,5.5
17314,0.0,0.0,-1.0,5.6
17315,0.0,0.0,-1.0,5.6
17316,0.0,0.0,-1.0,5.8
17317,0.0,0.0,-1.0,5.8
17318,0.0,0.0,-1.0,5.9
17319,0.0,0.0,-1.0,5.9
17320,0.0,0.0,-1.0,5.9
17321,0.0,0.0,-1.0,5.9
17322,0.0,0.0,-1.0,5.9
17323,0.0,0.0,-1.0,5.8
17324,0.0,0.0,-1.0,5.7
17325,0.0,0.0,-1.0,5.9
17326,0.0,0.0,-1.0,5.7
17327,0.0,0.0,-1.0,5.7
17328,0.0,0.0,-1.0,5.6
17329,0.0,0.0,-1.0,5.5
17330,0.0,0.0,-1.0,5.4
17331,0.0,0.0,-1.0,5.5
17332,0.0,0.0,-1.0,5.6
17333,0.0,0.0,-1.0,5.6
17334,0.0,0.0,-1.0,5.5
17335,0.0,0.0,-1.0,5.6
17336,0.0,0.0,-1.0,5.8
17337,0.0,0.0,-1.0,5.8
17338,0.0,0.0,-1.0,5.7
17339,0.0,0.0,-1.0,5.7
17340,0.0,0.0,-1.0,5.9
17341,0.0,0.0,-1.0,5.8
17342,0.0,0.0,-1.0,5.8
17343,0.0,0.0,-1.0,5.7
17344,0.0,0.0,-1.0,5.8
17345,0.0,0.0,-1.0,5.9
17346,0.0,0.0,-1.0,6.0
17347,0.0,0.0,-1.0,5.9
17348,0.0,0.0,-1.0,5.8
17349,0.0,0.0,-1.0,6.0
17350,0.0,0.0,-1.0,5.8
17351,0.0,0.0,-1.0,5.8
17352,0.0,0.0,-1.0,5.8
17353,0.0,0.0,-1.0,5.9
17354,0.0,0.0,-1.0,5.9
17355,0.0,0.0,-1.0,5.9
17356,0.0,0.0,-1.0,6.1
17357,0.0,0.0,-1.0,5.9
17358,0.0,0.0,-1.0,6.1
17359,0.0,0.0,-1.0,6.0
17360,0.0,0.0,-1.0,6.0
17361,0.0,0.0,-1.0,6.0
17362,0.0,0.0,-1.0,6.1
17363,0.0,0.0,-1.0,6.1
17364,0.0,0.0,-1.0,6.0
17365,0.0,0.0,-1.0,6.1
17366,0.0,0.0,-1.0,6.3
17367,0.0,0.0,-1.0,6.2
17368,0.0,0.0,-1.0,6.2
17369,0.0,0.0,-1.0,6.2
17370,0.0,0.0,-1.0,6.2
17371,0.0,0.0,-1.0,6.1
17372,0.0,0.0,-1.0,6.2
17373,0.0,0.0,-1.0,6.2
17374,0.0,0.0,-1.0,6.1
17375,0.0,0.0,-1.0,6.3
17376,0.0,0.0,-1.0,6.3
17377,0.0,0.0,-1.0,6.2
17378,0.0,0.0,-1.0,6.3
17379,0.0,0.0,-1.0,6.4
17380,0.0,0.0,-1.0,6.3
17381,0.0,0.0,-1.0,6.3
17382,0.0,0.0,-1.0,6.5
17383,0.0,0.0,-1.0,6.6
17384,0.0,0.0,-1.0,6.6
17385,0.0,0.0,-1.0,6.5
17386,0.0,0.0,-1.0,6.6
17387,0.0,0.0,-1.0,6.7
17388,0.0,0.0,-1.0,6.6
17389,0.0,0.0,-1.0,6.7
17390,0.0,0.0,-1.0,6.6
17391,0.0,0.0,-1.0,6.8
17392,0.0,0.0,-1.0,6.8
17393,0.0,0.0,-1.0,6.8
17394,0.0,0.0,-1.0,6.8
17395,0.0,0.0,-1.0,6.8
17396,0.0,0.0,-1.0,6.8
17397,0.0,0.0,-1.0,7.0
17398,0.0,0.0,-1.0,6.8
17399,0.0,0.0,-1.0,6.9
17400,0.0,0.0,-1.0,6.9
17401,0.0,0.0,-1.0,6.8
17402,0.0,0.0,-1.0,7.0
17403,0.0,0.0,-1.0,6.9
17404,0.0,0.0,-1.0,6.9
17405,0.0,0.0,-1.0,6.9
17406,0.0,0.0,-1.0,6.8
17407,0.0,0.0,-1.0,6.9
17408,0.0,0.0,-1.0,6.8
17409,0.0,0.0,-1.0,6.9
17410,0.0,0.0,-1.0,6.9
17411,0.0,0.0,-1.0,6.9
17412,0.0,0.0,-1.0,6.9
17413,0.0,0.0,-1.0,6.8
17414,0.0,0.0,-1.0,6.9
17415,0.0,0.0,-1.0,6.8
17416,0.0,0.0,-1.0,6.9
17417,0.0,0.0,-1.0,6.9
17418,0.0,0.0,-1.0,7.0
17419,0.0,0.0,-1.0,6.9
17420,0.0,0.0,-1.0,6.9
17421,0.0,0.0,-1.0,6.9
17422,0.0,0.0,-1.0,6.9
17423,0.0,0.0,-1.0,6.8
17424,0.0,0.0,-1.0,6.8
17425,0.0,0.0,-1.0,6.9
17426,0.0,0.0,-1.0,6.8
17427,0.0,0.0,-1.0,6.8
17428,0.0,0.0,-1.0,6.8
17429,0.0,0.0,-1.0,7.0
17430,0.0,0.0,-1.0,7.0
17431,0.0,0.0,-1.0,6.9
17432,0.0,0.0,-1.0,6.8
17433,0.0,0.0,-1.0,7.1
17434,0.0,0.0,-1.0,6.9
17435,0.0,0.0,-1.0,6.9
17436,0.0,0.0,-1.0,7.0
17437,0.0,0.0,-1.0,7.0
17438,0.0,0.0,-1.0,7.1
17439,0.0,0.0,-1.0,7.0
17440,0.0,0.0,-1.0,7.1
17441,0.0,0.0,-1.0,7.1
17442,0.0,0.0,-1.0,7.1
17443,0.0,0.0,-1.0,7.1
17444,0.0,0.0,-1.0,7.2
17445,0.0,0.0,-1.0,7.2
17446,0.0,0.0,-1.0,7.2
17447,0.0,0.0,-1.0,7.2
17448,0.0,0.0,-1.0,7.1
17449,0.0,0.0,-1.0,7.3
17450,0.0,0.0,-1.0,7.3
17451,0.0,0.0,-1.0,7.3
17452,0.0,0.0,-1.0,7.4
17453,0.0,0.0,-1.0,7.3
17454,0.0,0.0,-1.0,7.5
17455,0.0,0.0,-1.0,7.4
17456,0.0,0.0,-1.0,7.3
17457,0.0,0.0,-1.0,7.3
17458,0.0,0.0,-1.0,7.3
17459,0.0,0.0,-1.0,7.3
17460,0.0,0.0,-1.0,7.4
17461,0.0,0.0,-1.0,7.4
17462,0.0,0.0,-1.0,7.5
17463,0.0,0.0,-1.0,7.4
17464,0.0,0.0,-1.0,7.4
17465,0.0,0.0,-1.0,7.5
17466,0.0,0.0,-1.0,7.4
17467,0.0,0.0,-1.0,7.4
17468,0.0,0.0,-1.0,7.4
17469,0.0,0.0,-1.0,7.4
17470,0.0,0.0,-1.0,7.5
17471,0.0,0.0,-1.0,7.4
17472,0.0,0.0,-1.0,7.5
17473,0.0,0.0,-1.0,7.5
17474,0.0,0.0,-1.0,7.5
17475,0.0,0.0,-1.0,7.4
17476,0.0,0.0,-1.0,7.4
17477,0.0,0.0,-1.0,7.6
17478,0.0,0.0,-1.0,7.6
17479,0.0,0.0,-1.0,7.4
17480,0.0,0.0,-1.0,7.4
17481,0.0,0.0,-1.0,7.4
17482,0.0,0.0,-1.0,7.6
17483,0.0,0.0,-1.0,7.4
17484,0.0,0.0,-1.0,7.6
17485,0.0,0.0,-1.0,7.5
17486,0.0,0.0,-1.0,7.6
17487,0.0,0.0,-1.0,7.6
17488,0.0,0.0,-1.0,7.5
17489,0.0,0.0,-1.0,7.7
17490,0.0,0.0,-1.0,7.5
17491,0.0,0.0,-1.0,7.5
17492,0.0,0.0,-1.0,7.5
17493,0.0,0.0,-1.0,7.5
17494,0.0,0.0,-1.0,7.5
17495,0.0,0.0,-1.0,7.5
17496,0.0,0.0,-1.0,7.5
17497,0.0,0.0,-1.0,7.7
17498,0.0,0.0,-1.0,7.4
17499,0.0,0.0,-1.0,7.5
17500,0.0,0.0,-1.0,7.5
17501,0.0,0.0,-1.0,7.4
17502,0.0,0.0,-1.0,7.5
17503,0.0,0.0,-1.0,7.4
17504,0.0,0.0,-1.0,7.4
17505,0.0,0.0,-1.0,7.5
17506,0.0,0.0,-1.0,7.4
17507,0.0,0.0,-1.0,7.4
17508,0.0,0.0,-1.0,7.4
17509,0.0,0.0,-1.0,7.5
17510,0.0,0.0,-1.0,7.4
17511,0.0,0.0,-1.0,7.4
17512,0.0,0.0,-1.0,7.4
17513,0.0,0.0,-1.0,7.4
17514,0.0,0.0,-1.0,7.3
17515,0.0,0.0,-1.0,7.4
17516,0.0,0.0,-1.0,7.5
17517,0.0,0.0,-1.0,7.3
17518,0.0,0.0,-1.0,7.3
17519,0.0,0.0,-1.0,7.3
17520,0.0,0.0,-1.0,7.4
17521,0.0,0.0,-1.0,7.3
17522,0.0,0.0,-1.0,7.4
17523,0.0,0.0,-1.0,7.4
17524,0.0,0.0,-1.0,7.4
17525,0.0,0.0,-1.0,7.3
17526,0.0,0.0,-1.0,7.3
17527,0.0,0.0,-1.0,7.4
17528,0.0,0.0,-1.0,7.3
17529,0.0,0.0,-1.0,7.3
17530,0.0,0.0,-1.0,7.3
17531,0.0,0.0,-1.0,7.2
17532,0.0,0.0,-1.0,7.3
17533,0.0,0.0,-1.0,7.3
17534,0.0,0.0,-1.0,7.2
17535,0.0,0.0,-1.0,7.1
17536,0.0,0.0,-1.0,7.0
17537,0.0,0.0,-1.0,7.0
17538,0.0,0.0,-1.0,6.9
17539,0.0,0.0,-1.0,6.8
17540,0.0,0.0,-1.0,6.8
17541,0.0,0.0,-1.0,6.9
17542,0.0,0.0,-1.0,6.9
17543,0.0,0.0,-1.0,6.8
17544,0.0,0.0,-1.0,6.8
17545,0.0,0.0,-1.0,6.9
17546,0.0,0.0,-1.0,7.0
17547,0.0,0.0,-1.0,7.0
17548,0.0,0.0,-1.0,7.0
17549,0.0,0.0,-1.0,7.0
17550,0.0,0.0,-1.0,7.0
17551,0.0,0.0,-1.0,7.2
17552,0.0,0.0,-1.0,7.1
17553,0.0,0.0,-1.0,7.1
17554,0.0,0.0,-1.0,6.9
17555,0.0,0.0,-1.0,7.0
17556,0.0,0.0,-1.0,7.0
17557,0.0,0.0,-1.0,7.0
17558,0.0,0.0,-1.0,7.0
17559,0.0,0.0,-1.0,7.0
17560,0.0,0.0,-1.0,7.2
17561,0.0,0.0,-1.0,7.1
17562,0.0,0.0,-1.0,7.1
17563,0.0,0.0,-1.0,7.1
17564,0.0,0.0,-1.0,6.9
17565,0.0,0.0,-1.0,6.9
17566,0.0,0.0,-1.0,6.9
17567,0.0,0.0,-1.0,6.9
17568,0.0,0.0,-1.0,7.0
17569,0.0,0.0,-1.0,7.1
17570,0.0,0.0,-1.0,7.2
17571,0.0,0.0,-1.0,7.1
17572,0.0,0.0,-1.0,7.1
17573,0.0,0.0,-1.0,7.0
17574,0.0,0.0,-1.0,7.1
17575,0.0,0.0,-1.0,7.0
17576,0.0,0.0,-1.0,7.1
17577,0.0,0.0,-1.0,7.2
17578,0.0,0.0,-1.0,7.0
17579,0.0,0.0,-1.0,7.1
17580,0.0,0.0,-1.0,6.9
17581,0.0,0.0,-1.0,6.9
17582,0.0,0.0,-1.0,7.0
17583,0.0,0.0,-1.0,6.9
17584,0.0,0.0,-1.0,7.0
17585,0.0,0.0,-1.0,7.0
17586,0.0,0.0,-1.0,6.9
17587,0.0,0.0,-1.0,6.9
17588,0.0,0.0,-1.0,7.0
17589,0.0,0.0,-1.0,7.0
17590,0.0,0.0,-1.0,7.0
17591,0.0,0.0,-1.0,6.9
17592,0.0,0.0,-1.0,6.9
17593,0.0,0.0,-1.0,6.9
17594,0.0,0.0,-1.0,7.0
17595,0.0,0.0,-1.0,6.9
17596,0.0,0.0,-1.0,6.9
17597,0.0,0.0,-1.0,6.9
17598,0.0,0.0,-1.0,6.6
17599,0.0,0.0,-1.0,6.5
17600,0.0,0.0,-1.0,6.4
17601,0.0,0.0,-1.0,6.3
17602,0.0,0.0,-1.0,6.4
17603,0.0,0.0,-1.0,6.2
17604,0.0,0.0,-1.0,6.2
17605,0.0,0.0,-1.0,6.2
17606,0.0,0.0,-1.0,6.1
17607,0.0,0.0,-1.0,6.0
17608,0.0,0.0,-1.0,6.0
17609,0.0,0.0,-1.0,6.0
17610,0.0,0.0,-1.0,5.9
17611,0.0,0.0,-1.0,5.9
17612,0.0,0.0,-1.0,5.9
