,dc_p,s_ir,h_ir,m_t
61141,4.4,88.0,-1.0,15.1
61142,4.1,85.0,-1.0,15.2
61143,3.8,79.0,-1.0,15.2
61144,3.5,72.0,-1.0,15.2
61145,3.4,68.0,-1.0,15.2
61146,3.4,68.0,-1.0,15.2
61147,3.4,69.0,-1.0,15.1
61148,3.1,65.0,-1.0,15.1
61149,3.0,58.0,-1.0,15.0
61150,2.5,52.0,-1.0,14.9
61151,2.6,51.0,-1.0,14.8
61152,2.5,55.0,-1.0,14.7
61153,2.7,55.0,-1.0,14.6
61154,2.5,50.0,-1.0,14.5
61155,2.6,50.0,-1.0,14.4
61156,2.7,53.0,-1.0,14.3
61157,2.6,52.0,-1.0,14.2
61158,2.6,51.0,-1.0,14.1
61159,2.5,50.0,-1.0,14.1
61160,2.4,51.0,-1.0,14.0
61161,2.8,53.0,-1.0,14.0
61162,3.6,65.0,-1.0,13.9
61163,4.1,76.0,-1.0,13.9
61164,4.0,83.0,-1.0,14.0
61165,3.6,76.0,-1.0,14.0
61166,3.2,68.0,-1.0,14.1
61167,2.9,61.0,-1.0,14.1
61168,2.7,56.0,-1.0,14.1
61169,2.6,53.0,-1.0,14.0
61170,2.5,52.0,-1.0,14.0
61171,2.5,50.0,-1.0,14.0
61172,2.5,50.0,-1.0,13.9
61173,2.5,49.0,-1.0,13.8
61174,2.5,49.0,-1.0,13.8
61175,2.5,49.0,-1.0,13.7
61176,2.4,50.0,-1.0,13.7
61177,2.9,54.0,-1.0,13.6
61178,3.5,65.0,-1.0,13.6
61179,3.1,64.0,-1.0,13.5
61180,2.6,54.0,-1.0,13.5
61181,2.5,51.0,-1.0,13.5
61182,2.4,48.0,-1.0,13.4
61183,2.2,45.0,-1.0,13.3
61184,2.0,40.0,-1.0,13.3
61185,1.9,38.0,-1.0,13.2
61186,2.0,39.0,-1.0,13.1
61187,1.9,38.0,-1.0,13.0
61188,1.8,35.0,-1.0,12.9
61189,1.8,35.0,-1.0,12.8
61190,2.1,39.0,-1.0,12.7
61191,2.1,41.0,-1.0,12.7
61192,2.1,42.0,-1.0,12.6
61193,2.2,42.0,-1.0,12.6
61194,2.2,42.0,-1.0,12.6
61195,2.2,43.0,-1.0,12.6
61196,2.2,44.0,-1.0,12.5
61197,2.2,44.0,-1.0,12.5
61198,2.2,43.0,-1.0,12.5
61199,2.0,40.0,-1.0,12.5
61200,1.6,37.0,-1.0,12.4
61201,1.8,36.0,-1.0,12.4
61202,1.9,34.0,-1.0,12.4
61203,1.6,32.0,-1.0,12.4
61204,1.5,30.0,-1.0,12.3
61205,1.4,28.0,-1.0,12.3
61206,1.4,27.0,-1.0,12.2
61207,1.3,26.0,-1.0,12.2
61208,1.3,25.0,-1.0,12.0
61209,1.0,24.0,-1.0,12.0
61210,1.3,21.0,-1.0,11.9
61211,1.1,20.0,-1.0,11.8
61212,1.1,20.0,-1.0,11.8
61213,1.0,20.0,-1.0,11.7
61214,1.0,20.0,-1.0,11.6
61215,1.1,20.0,-1.0,11.6
61216,0.0,21.0,-1.0,11.5
61217,0.0,23.0,-1.0,11.4
61218,0.0,23.0,-1.0,11.4
61219,0.0,22.0,-1.0,11.4
61220,0.8,16.0,-1.0,11.3
61221,0.7,14.0,-1.0,11.2
61222,0.0,13.0,-1.0,11.2
61223,0.0,13.0,-1.0,11.1
61224,0.0,13.0,-1.0,11.1
61225,0.0,13.0,-1.0,11.0
61226,0.7,13.0,-1.0,11.0
61227,0.7,13.0,-1.0,10.9
61228,0.7,13.0,-1.0,10.9
61229,0.7,12.0,-1.0,10.8
61230,0.6,11.0,-1.0,10.8
61231,0.6,10.0,-1.0,10.7
61232,0.5,9.0,-1.0,10.7
61233,0.5,9.0,-1.0,10.6
61234,0.5,8.0,-1.0,10.5
61235,0.4,8.0,-1.0,10.5
61236,0.4,7.0,-1.0,10.4
61237,0.3,6.0,-1.0,10.3
61238,0.0,6.0,-1.0,10.3
61239,0.3,6.0,-1.0,10.2
61240,0.0,5.0,-1.0,10.1
61241,0.0,5.0,-1.0,10.1
61242,0.0,5.0,-1.0,10.1
61243,0.0,4.0,-1.0,10.0
61244,0.0,4.0,-1.0,9.9
61245,0.0,3.0,-1.0,9.9
61246,0.0,3.0,-1.0,9.8
61247,0.0,3.0,-1.0,9.8
61248,0.0,2.0,-1.0,9.7
61249,0.0,2.0,-1.0,9.7
61250,0.0,2.0,-1.0,9.7
61251,0.0,2.0,-1.0,9.7
61252,0.0,1.0,-1.0,9.6
61253,0.0,1.0,-1.0,9.6
61254,0.0,1.0,-1.0,9.5
61255,0.0,1.0,-1.0,9.5
61256,0.0,1.0,-1.0,9.5
61257,0.0,0.0,-1.0,9.5
61258,0.0,0.0,-1.0,9.4
61259,0.0,0.0,-1.0,9.4
61260,0.0,0.0,-1.0,9.4
61261,0.0,0.0,-1.0,9.4
61262,0.0,0.0,-1.0,9.4
61263,0.0,0.0,-1.0,9.3
61264,0.0,0.0,-1.0,9.3
61265,0.0,0.0,-1.0,9.3
61266,0.0,0.0,-1.0,9.2
61267,0.0,0.0,-1.0,9.2
61268,0.0,0.0,-1.0,9.2
61269,0.0,0.0,-1.0,9.1
61270,0.0,0.0,-1.0,9.1
61271,0.0,0.0,-1.0,9.1
61272,0.0,0.0,-1.0,9.1
61273,0.0,0.0,-1.0,9.0
61274,0.0,0.0,-1.0,9.0
61275,0.0,0.0,-1.0,8.9
61276,0.0,0.0,-1.0,8.9
61277,0.0,0.0,-1.0,8.9
61278,0.0,0.0,-1.0,8.8
61279,0.0,0.0,-1.0,8.8
61280,0.0,0.0,-1.0,8.8
61281,0.0,0.0,-1.0,8.7
61282,0.0,0.0,-1.0,8.7
61283,0.0,0.0,-1.0,8.6
61284,0.0,0.0,-1.0,8.6
61285,0.0,0.0,-1.0,8.5
61286,0.0,0.0,-1.0,8.5
61287,0.0,0.0,-1.0,8.4
61288,0.0,0.0,-1.0,8.4
61289,0.0,0.0,-1.0,8.3
61290,0.0,0.0,-1.0,8.3
61291,0.0,0.0,-1.0,8.3
61292,0.0,0.0,-1.0,8.2
61293,0.0,0.0,-1.0,8.1
61294,0.0,0.0,-1.0,8.1
61295,0.0,0.0,-1.0,8.1
61296,0.0,0.0,-1.0,8.1
61297,0.0,0.0,-1.0,8.0
61298,0.0,0.0,-1.0,8.0
61299,0.0,0.0,-1.0,8.0
61300,0.0,0.0,-1.0,8.0
61301,0.0,0.0,-1.0,8.0
61302,0.0,0.0,-1.0,8.0
61303,0.0,0.0,-1.0,8.0
61304,0.0,0.0,-1.0,8.0
61305,0.0,0.0,-1.0,8.0
61306,0.0,0.0,-1.0,8.0
61307,0.0,0.0,-1.0,8.0
61308,0.0,0.0,-1.0,8.0
61309,0.0,0.0,-1.0,8.0
61310,0.0,0.0,-1.0,8.0
61311,0.0,0.0,-1.0,8.0
61312,0.0,0.0,-1.0,8.0
61313,0.0,0.0,-1.0,8.0
61314,0.0,0.0,-1.0,8.0
61315,0.0,0.0,-1.0,8.0
61316,0.0,0.0,-1.0,8.0
61317,0.0,0.0,-1.0,8.0
61318,0.0,0.0,-1.0,8.0
61319,0.0,0.0,-1.0,8.0
61320,0.0,0.0,-1.0,8.0
61321,0.0,0.0,-1.0,8.0
61322,0.0,0.0,-1.0,8.0
61323,0.0,0.0,-1.0,7.9
61324,0.0,0.0,-1.0,7.9
61325,0.0,0.0,-1.0,7.9
61326,0.0,0.0,-1.0,7.9
61327,0.0,0.0,-1.0,7.9
61328,0.0,0.0,-1.0,7.9
61329,0.0,0.0,-1.0,7.8
61330,0.0,0.0,-1.0,7.8
61331,0.0,0.0,-1.0,7.8
61332,0.0,0.0,-1.0,7.8
61333,0.0,0.0,-1.0,7.8
61334,0.0,0.0,-1.0,7.8
61335,0.0,0.0,-1.0,7.8
61336,0.0,0.0,-1.0,7.8
61337,0.0,0.0,-1.0,7.9
61338,0.0,0.0,-1.0,7.9
61339,0.0,0.0,-1.0,7.9
61340,0.0,0.0,-1.0,7.9
61341,0.0,0.0,-1.0,8.0
61342,0.0,0.0,-1.0,8.0
61343,0.0,0.0,-1.0,8.1
61344,0.0,0.0,-1.0,8.1
61345,0.0,0.0,-1.0,8.1
61346,0.0,0.0,-1.0,8.1
61347,0.0,0.0,-1.0,8.2
61348,0.0,0.0,-1.0,8.2
61349,0.0,0.0,-1.0,8.3
61350,0.0,0.0,-1.0,8.3
61351,0.0,0.0,-1.0,8.3
61352,0.0,0.0,-1.0,8.3
61353,0.0,0.0,-1.0,8.3
61354,0.0,0.0,-1.0,8.3
61355,0.0,0.0,-1.0,8.4
61356,0.0,0.0,-1.0,8.4
61357,0.0,0.0,-1.0,8.4
61358,0.0,0.0,-1.0,8.4
61359,0.0,0.0,-1.0,8.5
61360,0.0,0.0,-1.0,8.5
61361,0.0,0.0,-1.0,8.5
61362,0.0,0.0,-1.0,8.5
61363,0.0,0.0,-1.0,8.5
61364,0.0,0.0,-1.0,8.6
61365,0.0,0.0,-1.0,8.6
61366,0.0,0.0,-1.0,8.6
61367,0.0,0.0,-1.0,8.6
61368,0.0,0.0,-1.0,8.6
61369,0.0,0.0,-1.0,8.6
61370,0.0,0.0,-1.0,8.6
61371,0.0,0.0,-1.0,8.6
61372,0.0,0.0,-1.0,8.6
61373,0.0,0.0,-1.0,8.6
61374,0.0,0.0,-1.0,8.6
61375,0.0,0.0,-1.0,8.6
61376,0.0,0.0,-1.0,8.6
61377,0.0,0.0,-1.0,8.6
61378,0.0,0.0,-1.0,8.6
61379,0.0,0.0,-1.0,8.6
61380,0.0,0.0,-1.0,8.6
61381,0.0,0.0,-1.0,8.6
61382,0.0,0.0,-1.0,8.6
61383,0.0,0.0,-1.0,8.6
61384,0.0,0.0,-1.0,8.6
61385,0.0,0.0,-1.0,8.6
61386,0.0,0.0,-1.0,8.6
61387,0.0,0.0,-1.0,8.6
61388,0.0,0.0,-1.0,8.6
61389,0.0,0.0,-1.0,8.6
61390,0.0,0.0,-1.0,8.6
61391,0.0,0.0,-1.0,8.6
61392,0.0,0.0,-1.0,8.6
61393,0.0,0.0,-1.0,8.6
61394,0.0,0.0,-1.0,8.6
61395,0.0,0.0,-1.0,8.6
61396,0.0,0.0,-1.0,8.6
61397,0.0,0.0,-1.0,8.6
61398,0.0,0.0,-1.0,8.6
61399,0.0,0.0,-1.0,8.6
61400,0.0,0.0,-1.0,8.6
61401,0.0,0.0,-1.0,8.6
61402,0.0,0.0,-1.0,8.6
61403,0.0,0.0,-1.0,8.6
61404,0.0,0.0,-1.0,8.6
61405,0.0,0.0,-1.0,8.6
61406,0.0,0.0,-1.0,8.6
61407,0.0,0.0,-1.0,8.6
61408,0.0,0.0,-1.0,8.6
61409,0.0,0.0,-1.0,8.6
61410,0.0,0.0,-1.0,8.6
61411,0.0,0.0,-1.0,8.6
61412,0.0,0.0,-1.0,8.6
61413,0.0,0.0,-1.0,8.6
61414,0.0,0.0,-1.0,8.6
61415,0.0,0.0,-1.0,8.6
61416,0.0,0.0,-1.0,8.6
61417,0.0,0.0,-1.0,8.6
61418,0.0,0.0,-1.0,8.6
61419,0.0,0.0,-1.0,8.6
61420,0.0,0.0,-1.0,8.5
61421,0.0,0.0,-1.0,8.5
61422,0.0,0.0,-1.0,8.5
61423,0.0,0.0,-1.0,8.5
61424,0.0,0.0,-1.0,8.5
61425,0.0,0.0,-1.0,8.5
61426,0.0,0.0,-1.0,8.5
61427,0.0,0.0,-1.0,8.5
61428,0.0,0.0,-1.0,8.5
61429,0.0,0.0,-1.0,8.5
61430,0.0,0.0,-1.0,8.5
61431,0.0,0.0,-1.0,8.5
61432,0.0,0.0,-1.0,8.4
61433,0.0,0.0,-1.0,8.4
61434,0.0,0.0,-1.0,8.4
61435,0.0,0.0,-1.0,8.4
61436,0.0,0.0,-1.0,8.4
61437,0.0,0.0,-1.0,8.4
61438,0.0,0.0,-1.0,8.4
61439,0.0,0.0,-1.0,8.4
61440,0.0,0.0,-1.0,8.4
61441,0.0,0.0,-1.0,8.4
61442,0.0,0.0,-1.0,8.3
61443,0.0,0.0,-1.0,8.3
61444,0.0,0.0,-1.0,8.2
61445,0.0,0.0,-1.0,8.2
61446,0.0,0.0,-1.0,8.2
61447,0.0,0.0,-1.0,8.2
61448,0.0,0.0,-1.0,8.2
61449,0.0,0.0,-1.0,8.2
61450,0.0,0.0,-1.0,8.1
61451,0.0,0.0,-1.0,8.1
61452,0.0,0.0,-1.0,8.2
61453,0.0,0.0,-1.0,8.2
61454,0.0,0.0,-1.0,8.2
61455,0.0,0.0,-1.0,8.2
61456,0.0,0.0,-1.0,8.2
61457,0.0,0.0,-1.0,8.2
61458,0.0,0.0,-1.0,8.2
61459,0.0,0.0,-1.0,8.2
61460,0.0,0.0,-1.0,8.2
61461,0.0,0.0,-1.0,8.1
61462,0.0,0.0,-1.0,8.1
61463,0.0,0.0,-1.0,8.1
61464,0.0,0.0,-1.0,8.1
61465,0.0,0.0,-1.0,8.2
61466,0.0,0.0,-1.0,8.2
61467,0.0,0.0,-1.0,8.2
61468,0.0,0.0,-1.0,8.2
61469,0.0,0.0,-1.0,8.2
61470,0.0,0.0,-1.0,8.2
61471,0.0,0.0,-1.0,8.2
61472,0.0,0.0,-1.0,8.2
61473,0.0,0.0,-1.0,8.1
61474,0.0,0.0,-1.0,8.1
61475,0.0,0.0,-1.0,8.1
61476,0.0,0.0,-1.0,8.0
61477,0.0,0.0,-1.0,8.0
61478,0.0,0.0,-1.0,7.9
61479,0.0,0.0,-1.0,7.9
61480,0.0,0.0,-1.0,7.9
61481,0.0,0.0,-1.0,7.9
61482,0.0,0.0,-1.0,7.9
61483,0.0,0.0,-1.0,7.9
61484,0.0,0.0,-1.0,7.9
61485,0.0,0.0,-1.0,7.9
61486,0.0,0.0,-1.0,7.9
61487,0.0,0.0,-1.0,7.9
61488,0.0,0.0,-1.0,7.9
61489,0.0,0.0,-1.0,8.0
61490,0.0,0.0,-1.0,8.0
61491,0.0,0.0,-1.0,8.0
61492,0.0,0.0,-1.0,8.0
61493,0.0,0.0,-1.0,8.0
61494,0.0,0.0,-1.0,8.1
61495,0.0,0.0,-1.0,8.1
61496,0.0,0.0,-1.0,8.1
61497,0.0,0.0,-1.0,8.1
61498,0.0,0.0,-1.0,8.1
61499,0.0,0.0,-1.0,8.0
61500,0.0,0.0,-1.0,8.0
61501,0.0,0.0,-1.0,8.0
61502,0.0,0.0,-1.0,8.0
61503,0.0,0.0,-1.0,8.0
61504,0.0,0.0,-1.0,8.1
61505,0.0,0.0,-1.0,8.1
61506,0.0,0.0,-1.0,8.1
61507,0.0,0.0,-1.0,8.2
61508,0.0,0.0,-1.0,8.1
61509,0.0,0.0,-1.0,8.1
61510,0.0,0.0,-1.0,8.1
61511,0.0,0.0,-1.0,8.0
61512,0.0,0.0,-1.0,8.0
61513,0.0,0.0,-1.0,8.0
61514,0.0,0.0,-1.0,8.0
61515,0.0,0.0,-1.0,8.0
61516,0.0,0.0,-1.0,8.0
61517,0.0,0.0,-1.0,8.0
61518,0.0,0.0,-1.0,8.0
61519,0.0,0.0,-1.0,8.0
61520,0.0,0.0,-1.0,8.0
61521,0.0,0.0,-1.0,8.0
61522,0.0,0.0,-1.0,8.0
61523,0.0,0.0,-1.0,8.0
61524,0.0,0.0,-1.0,8.0
61525,0.0,0.0,-1.0,8.1
61526,0.0,0.0,-1.0,8.1
61527,0.0,0.0,-1.0,8.1
61528,0.0,0.0,-1.0,8.1
61529,0.0,0.0,-1.0,8.1
61530,0.0,0.0,-1.0,8.2
61531,0.0,0.0,-1.0,8.2
61532,0.0,0.0,-1.0,8.2
61533,0.0,0.0,-1.0,8.3
61534,0.0,0.0,-1.0,8.3
61535,0.0,0.0,-1.0,8.3
61536,0.0,0.0,-1.0,8.3
61537,0.0,0.0,-1.0,8.3
61538,0.0,0.0,-1.0,8.3
61539,0.0,0.0,-1.0,8.3
61540,0.0,0.0,-1.0,8.3
61541,0.0,0.0,-1.0,8.3
61542,0.0,0.0,-1.0,8.3
61543,0.0,0.0,-1.0,8.2
61544,0.0,0.0,-1.0,8.2
61545,0.0,0.0,-1.0,8.2
61546,0.0,0.0,-1.0,8.2
61547,0.0,0.0,-1.0,8.2
61548,0.0,0.0,-1.0,8.1
61549,0.0,0.0,-1.0,8.0
61550,0.0,0.0,-1.0,8.0
61551,0.0,0.0,-1.0,7.9
61552,0.0,0.0,-1.0,7.8
61553,0.0,0.0,-1.0,7.8
61554,0.0,0.0,-1.0,7.7
61555,0.0,0.0,-1.0,7.7
61556,0.0,0.0,-1.0,7.6
61557,0.0,0.0,-1.0,7.6
61558,0.0,0.0,-1.0,7.5
61559,0.0,0.0,-1.0,7.5
61560,0.0,0.0,-1.0,7.5
61561,0.0,0.0,-1.0,7.6
61562,0.0,0.0,-1.0,7.6
61563,0.0,0.0,-1.0,7.6
61564,0.0,0.0,-1.0,7.7
61565,0.0,0.0,-1.0,7.7
61566,0.0,0.0,-1.0,7.7
61567,0.0,0.0,-1.0,7.8
61568,0.0,0.0,-1.0,7.8
61569,0.0,0.0,-1.0,7.8
61570,0.0,0.0,-1.0,7.8
61571,0.0,0.0,-1.0,7.8
61572,0.0,0.0,-1.0,7.9
61573,0.0,0.0,-1.0,7.9
61574,0.0,0.0,-1.0,7.9
61575,0.0,0.0,-1.0,7.9
61576,0.0,0.0,-1.0,8.0
61577,0.0,0.0,-1.0,8.0
61578,0.0,0.0,-1.0,8.0
61579,0.0,0.0,-1.0,8.0
61580,0.0,0.0,-1.0,7.9
61581,0.0,0.0,-1.0,7.9
61582,0.0,0.0,-1.0,7.7
61583,0.0,0.0,-1.0,7.7
61584,0.0,0.0,-1.0,7.6
61585,0.0,0.0,-1.0,7.6
61586,0.0,0.0,-1.0,7.6
61587,0.0,0.0,-1.0,7.5
61588,0.0,0.0,-1.0,7.5
61589,0.0,0.0,-1.0,7.4
61590,0.0,0.0,-1.0,7.4
61591,0.0,0.0,-1.0,7.4
61592,0.0,0.0,-1.0,7.4
61593,0.0,0.0,-1.0,7.4
61594,0.0,0.0,-1.0,7.4
61595,0.0,0.0,-1.0,7.4
61596,0.0,0.0,-1.0,7.4
61597,0.0,0.0,-1.0,7.4
61598,0.0,0.0,-1.0,7.4
61599,0.0,0.0,-1.0,7.4
61600,0.0,0.0,-1.0,7.4
61601,0.0,0.0,-1.0,7.3
61602,0.0,0.0,-1.0,7.3
61603,0.0,0.0,-1.0,7.3
61604,0.0,0.0,-1.0,7.2
61605,0.0,0.0,-1.0,7.2
61606,0.0,0.0,-1.0,7.2
61607,0.0,0.0,-1.0,7.2
61608,0.0,0.0,-1.0,7.2
61609,0.0,0.0,-1.0,7.2
61610,0.0,0.0,-1.0,7.2
61611,0.0,0.0,-1.0,7.2
61612,0.0,0.0,-1.0,7.2
61613,0.0,0.0,-1.0,7.2
61614,0.0,0.0,-1.0,7.1
61615,0.0,0.0,-1.0,7.1
61616,0.0,0.0,-1.0,7.1
61617,0.0,0.0,-1.0,7.1
61618,0.0,0.0,-1.0,7.1
61619,0.0,0.0,-1.0,7.1
61620,0.0,0.0,-1.0,7.1
61621,0.0,0.0,-1.0,7.1
61622,0.0,0.0,-1.0,7.1
61623,0.0,0.0,-1.0,7.1
61624,0.0,0.0,-1.0,7.1
61625,0.0,0.0,-1.0,7.1
61626,0.0,0.0,-1.0,7.1
61627,0.0,0.0,-1.0,7.2
61628,0.0,0.0,-1.0,7.2
61629,0.0,0.0,-1.0,7.3
61630,0.0,0.0,-1.0,7.3
61631,0.0,0.0,-1.0,7.3
61632,0.0,0.0,-1.0,7.3
61633,0.0,0.0,-1.0,7.3
61634,0.0,0.0,-1.0,7.3
61635,0.0,0.0,-1.0,7.3
61636,0.0,0.0,-1.0,7.3
61637,0.0,0.0,-1.0,7.3
61638,0.0,0.0,-1.0,7.3
61639,0.0,0.0,-1.0,7.3
61640,0.0,0.0,-1.0,7.2
61641,0.0,0.0,-1.0,7.2
61642,0.0,0.0,-1.0,7.2
61643,0.0,0.0,-1.0,7.2
61644,0.0,0.0,-1.0,7.2
61645,0.0,0.0,-1.0,7.1
61646,0.0,0.0,-1.0,7.1
61647,0.0,0.0,-1.0,7.1
61648,0.0,0.0,-1.0,7.1
61649,0.0,0.0,-1.0,7.1
61650,0.0,0.0,-1.0,7.1
61651,0.0,0.0,-1.0,7.0
61652,0.0,0.0,-1.0,7.0
61653,0.0,0.0,-1.0,7.0
61654,0.0,0.0,-1.0,7.0
61655,0.0,0.0,-1.0,7.0
61656,0.0,0.0,-1.0,7.0
61657,0.0,0.0,-1.0,7.0
61658,0.0,0.0,-1.0,7.0
61659,0.0,0.0,-1.0,7.0
61660,0.0,0.0,-1.0,7.0
61661,0.0,0.0,-1.0,7.0
61662,0.0,0.0,-1.0,7.0
61663,0.0,0.0,-1.0,7.0
61664,0.0,0.0,-1.0,7.0
61665,0.0,0.0,-1.0,7.0
61666,0.0,0.0,-1.0,7.0
61667,0.0,0.0,-1.0,7.0
61668,0.0,0.0,-1.0,7.0
61669,0.0,0.0,-1.0,7.0
61670,0.0,0.0,-1.0,7.0
61671,0.0,0.0,-1.0,7.0
61672,0.0,0.0,-1.0,7.0
61673,0.0,0.0,-1.0,7.0
61674,0.0,0.0,-1.0,7.0
61675,0.0,0.0,-1.0,7.0
61676,0.0,0.0,-1.0,7.0
61677,0.0,0.0,-1.0,7.1
61678,0.0,0.0,-1.0,7.1
61679,0.0,0.0,-1.0,7.1
61680,0.0,0.0,-1.0,7.1
61681,0.0,0.0,-1.0,7.2
61682,0.0,0.0,-1.0,7.2
61683,0.0,0.0,-1.0,7.2
61684,0.0,0.0,-1.0,7.2
61685,0.0,0.0,-1.0,7.2
61686,0.0,0.0,-1.0,7.2
61687,0.0,0.0,-1.0,7.2
61688,0.0,0.0,-1.0,7.2
61689,0.0,0.0,-1.0,7.2
61690,0.0,0.0,-1.0,7.3
61691,0.0,0.0,-1.0,7.3
61692,0.0,0.0,-1.0,7.3
61693,0.0,0.0,-1.0,7.3
61694,0.0,0.0,-1.0,7.3
61695,0.0,0.0,-1.0,7.3
61696,0.0,0.0,-1.0,7.3
61697,0.0,0.0,-1.0,7.2
61698,0.0,0.0,-1.0,7.2
61699,0.0,0.0,-1.0,7.2
61700,0.0,0.0,-1.0,7.2
61701,0.0,0.0,-1.0,7.2
61702,0.0,0.0,-1.0,7.2
61703,0.0,0.0,-1.0,7.2
61704,0.0,0.0,-1.0,7.2
61705,0.0,0.0,-1.0,7.2
61706,0.0,0.0,-1.0,7.2
61707,0.0,0.0,-1.0,7.2
61708,0.0,0.0,-1.0,7.2
61709,0.0,0.0,-1.0,7.2
61710,0.0,0.0,-1.0,7.2
61711,0.0,0.0,-1.0,7.2
61712,0.0,0.0,-1.0,7.2
61713,0.0,0.0,-1.0,7.2
61714,0.0,0.0,-1.0,7.2
61715,0.0,0.0,-1.0,7.1
61716,0.0,0.0,-1.0,7.1
61717,0.0,0.0,-1.0,7.1
61718,0.0,0.0,-1.0,7.1
61719,0.0,0.0,-1.0,7.1
61720,0.0,0.0,-1.0,7.1
61721,0.0,0.0,-1.0,7.0
61722,0.0,0.0,-1.0,7.0
61723,0.0,0.0,-1.0,7.0
61724,0.0,0.0,-1.0,7.0
61725,0.0,0.0,-1.0,6.9
61726,0.0,0.0,-1.0,7.0
61727,0.0,0.0,-1.0,7.0
61728,0.0,0.0,-1.0,7.0
61729,0.0,0.0,-1.0,7.1
61730,0.0,0.0,-1.0,7.1
61731,0.0,0.0,-1.0,7.1
61732,0.0,0.0,-1.0,7.2
61733,0.0,0.0,-1.0,7.2
61734,0.0,0.0,-1.0,7.3
61735,0.0,0.0,-1.0,7.3
61736,0.0,0.0,-1.0,7.4
61737,0.0,0.0,-1.0,7.4
61738,0.0,0.0,-1.0,7.4
61739,0.0,0.0,-1.0,7.5
61740,0.0,0.0,-1.0,7.5
61741,0.0,0.0,-1.0,7.5
61742,0.0,0.0,-1.0,7.5
61743,0.0,0.0,-1.0,7.5
61744,0.0,0.0,-1.0,7.6
61745,0.0,0.0,-1.0,7.6
61746,0.0,0.0,-1.0,7.6
61747,0.0,0.0,-1.0,7.7
61748,0.0,0.0,-1.0,7.7
61749,0.0,0.0,-1.0,7.6
61750,0.0,0.0,-1.0,7.7
61751,0.0,0.0,-1.0,7.7
61752,0.0,0.0,-1.0,7.7
61753,0.0,0.0,-1.0,7.7
61754,0.0,0.0,-1.0,7.7
61755,0.0,0.0,-1.0,7.7
61756,0.0,0.0,-1.0,7.8
61757,0.0,0.0,-1.0,7.8
61758,0.0,0.0,-1.0,7.8
61759,0.0,0.0,-1.0,7.8
61760,0.0,0.0,-1.0,7.8
61761,0.0,0.0,-1.0,7.9
61762,0.0,0.0,-1.0,7.9
61763,0.0,0.0,-1.0,7.9
61764,0.0,0.0,-1.0,7.9
61765,0.0,0.0,-1.0,7.9
61766,0.0,0.0,-1.0,7.9
61767,0.0,0.0,-1.0,8.0
61768,0.0,0.0,-1.0,8.0
61769,0.0,0.0,-1.0,7.9
61770,0.0,0.0,-1.0,8.0
61771,0.0,0.0,-1.0,8.0
61772,0.0,0.0,-1.0,7.9
61773,0.0,0.0,-1.0,8.0
61774,0.0,0.0,-1.0,8.0
61775,0.0,0.0,-1.0,8.0
61776,0.0,0.0,-1.0,8.0
61777,0.0,0.0,-1.0,8.0
61778,0.0,0.0,-1.0,8.0
61779,0.0,0.0,-1.0,8.0
61780,0.0,0.0,-1.0,8.0
61781,0.0,0.0,-1.0,8.0
61782,0.0,0.0,-1.0,8.0
61783,0.0,0.0,-1.0,8.0
61784,0.0,0.0,-1.0,8.0
61785,0.0,0.0,-1.0,8.0
61786,0.0,0.0,-1.0,8.0
61787,0.0,0.0,-1.0,8.0
61788,0.0,0.0,-1.0,8.0
61789,0.0,0.0,-1.0,8.0
61790,0.0,0.0,-1.0,8.0
61791,0.0,0.0,-1.0,8.0
61792,0.0,0.0,-1.0,8.0
61793,0.0,0.0,-1.0,8.0
61794,0.0,0.0,-1.0,7.9
61795,0.0,0.0,-1.0,7.9
61796,0.0,0.0,-1.0,7.9
61797,0.0,0.0,-1.0,7.8
61798,0.0,0.0,-1.0,7.7
61799,0.0,0.0,-1.0,7.7
61800,0.0,0.0,-1.0,7.7
61801,0.0,0.0,-1.0,7.7
61802,0.0,0.0,-1.0,7.6
61803,0.0,0.0,-1.0,7.6
61804,0.0,0.0,-1.0,7.6
61805,0.0,0.0,-1.0,7.6
61806,0.0,0.0,-1.0,7.7
61807,0.0,0.0,-1.0,7.7
61808,0.0,0.0,-1.0,7.7
61809,0.0,0.0,-1.0,7.7
61810,0.0,0.0,-1.0,7.7
61811,0.0,0.0,-1.0,7.8
61812,0.0,0.0,-1.0,7.8
61813,0.0,0.0,-1.0,7.8
61814,0.0,0.0,-1.0,7.8
61815,0.0,0.0,-1.0,7.8
61816,0.0,0.0,-1.0,7.8
61817,0.0,0.0,-1.0,7.9
61818,0.0,0.0,-1.0,7.9
61819,0.0,0.0,-1.0,7.9
61820,0.0,0.0,-1.0,8.0
61821,0.0,0.0,-1.0,8.0
61822,0.0,0.0,-1.0,8.0
61823,0.0,0.0,-1.0,8.0
61824,0.0,0.0,-1.0,8.0
61825,0.0,0.0,-1.0,8.0
61826,0.0,0.0,-1.0,8.0
61827,0.0,0.0,-1.0,8.0
61828,0.0,0.0,-1.0,8.0
61829,0.0,0.0,-1.0,7.9
61830,0.0,0.0,-1.0,7.9
61831,0.0,0.0,-1.0,7.9
61832,0.0,0.0,-1.0,7.9
61833,0.0,0.0,-1.0,7.9
61834,0.0,0.0,-1.0,7.9
61835,0.0,0.0,-1.0,7.9
61836,0.0,0.0,-1.0,7.9
61837,0.0,0.0,-1.0,7.9
61838,0.0,0.0,-1.0,7.9
61839,0.0,0.0,-1.0,7.9
