,dc_p,s_ir,h_ir,m_t
20485,17.0,556.0,-1.0,22.0
20486,17.1,558.0,-1.0,21.9
20487,17.2,560.0,-1.0,21.9
20488,17.4,564.0,-1.0,21.9
20489,17.5,565.0,-1.0,21.9
20490,17.6,565.0,-1.0,22.1
20491,17.7,566.0,-1.0,22.2
20492,17.8,568.0,-1.0,22.1
20493,18.1,574.0,-1.0,22.4
20494,18.2,574.0,-1.0,22.6
20495,18.4,579.0,-1.0,22.8
20496,18.5,580.0,-1.0,23.0
20497,18.6,581.0,-1.0,23.3
20498,18.7,583.0,-1.0,23.6
20499,18.8,584.0,-1.0,23.5
20500,19.1,588.0,-1.0,23.4
20501,19.2,589.0,-1.0,23.5
20502,19.3,591.0,-1.0,23.8
20503,19.6,595.0,-1.0,24.0
20504,19.7,596.0,-1.0,23.5
20505,19.6,597.0,-1.0,23.9
20506,20.0,600.0,-1.0,24.1
20507,20.1,603.0,-1.0,24.4
20508,20.4,603.0,-1.0,24.6
20509,20.3,606.0,-1.0,24.9
20510,20.4,606.0,-1.0,25.1
20511,20.5,607.0,-1.0,25.4
20512,20.6,608.0,-1.0,25.3
20513,21.0,611.0,-1.0,25.3
20514,20.8,611.0,-1.0,25.2
20515,21.0,612.0,-1.0,25.4
20516,21.1,615.0,-1.0,25.0
20517,21.1,616.0,-1.0,24.7
20518,21.4,616.0,-1.0,24.3
20519,21.5,618.0,-1.0,23.8
20520,21.6,619.0,-1.0,23.6
20521,21.7,620.0,-1.0,23.4
20522,21.8,621.0,-1.0,23.5
20523,21.8,621.0,-1.0,23.6
20524,21.8,621.0,-1.0,23.7
20525,22.0,624.0,-1.0,23.4
20526,22.2,627.0,-1.0,23.4
20527,22.3,628.0,-1.0,23.8
20528,22.4,628.0,-1.0,24.1
20529,22.5,628.0,-1.0,24.9
20530,22.6,629.0,-1.0,25.1
20531,22.7,631.0,-1.0,25.4
20532,22.7,631.0,-1.0,25.6
20533,22.9,632.0,-1.0,25.9
20534,22.9,632.0,-1.0,26.0
20535,23.0,633.0,-1.0,26.3
20536,23.2,635.0,-1.0,26.5
20537,23.5,637.0,-1.0,26.9
20538,23.4,639.0,-1.0,27.3
20539,23.4,640.0,-1.0,27.5
20540,23.4,638.0,-1.0,27.9
20541,23.4,637.0,-1.0,28.2
20542,23.6,637.0,-1.0,28.2
20543,23.5,638.0,-1.0,28.3
20544,23.6,635.0,-1.0,28.5
20545,23.7,637.0,-1.0,28.6
20546,23.9,641.0,-1.0,28.5
20547,24.0,642.0,-1.0,28.4
20548,24.1,642.0,-1.0,28.4
20549,24.1,642.0,-1.0,28.4
20550,24.2,643.0,-1.0,28.3
20551,24.6,645.0,-1.0,28.4
20552,24.4,648.0,-1.0,28.6
20553,24.5,647.0,-1.0,28.7
20554,24.5,644.0,-1.0,28.7
20555,24.4,643.0,-1.0,28.7
20556,24.6,641.0,-1.0,28.9
20557,24.9,647.0,-1.0,28.8
20558,25.0,649.0,-1.0,28.8
20559,25.1,649.0,-1.0,28.9
20560,25.1,650.0,-1.0,29.0
20561,25.3,650.0,-1.0,28.9
20562,25.3,651.0,-1.0,29.0
20563,25.3,651.0,-1.0,29.2
20564,25.4,652.0,-1.0,29.4
20565,25.6,653.0,-1.0,29.3
20566,25.8,654.0,-1.0,28.1
20567,26.0,657.0,-1.0,27.9
20568,25.9,657.0,-1.0,27.8
20569,25.9,657.0,-1.0,27.3
20570,26.0,656.0,-1.0,27.3
20571,26.1,655.0,-1.0,27.5
20572,26.1,656.0,-1.0,27.4
20573,26.0,652.0,-1.0,26.8
20574,26.2,651.0,-1.0,26.7
20575,26.2,652.0,-1.0,26.8
20576,26.5,656.0,-1.0,27.2
20577,26.4,657.0,-1.0,27.6
20578,26.5,656.0,-1.0,27.9
20579,26.4,656.0,-1.0,28.2
20580,26.6,657.0,-1.0,28.5
20581,26.8,657.0,-1.0,28.9
20582,26.8,658.0,-1.0,29.1
20583,26.7,658.0,-1.0,29.1
20584,26.9,657.0,-1.0,29.1
20585,26.9,656.0,-1.0,29.2
20586,27.0,657.0,-1.0,29.4
20587,27.0,658.0,-1.0,29.7
20588,27.0,656.0,-1.0,29.9
20589,27.1,655.0,-1.0,29.7
20590,26.9,653.0,-1.0,29.2
20591,27.3,652.0,-1.0,29.0
20592,27.3,654.0,-1.0,29.0
20593,27.3,653.0,-1.0,29.1
20594,27.3,651.0,-1.0,29.3
20595,27.2,650.0,-1.0,29.5
20596,27.0,650.0,-1.0,29.6
20597,27.2,649.0,-1.0,29.7
20598,27.3,649.0,-1.0,29.9
20599,27.3,649.0,-1.0,30.2
20600,27.4,649.0,-1.0,30.3
20601,27.5,649.0,-1.0,30.4
20602,27.5,649.0,-1.0,30.5
20603,27.5,647.0,-1.0,30.4
20604,27.6,647.0,-1.0,30.2
20605,27.5,648.0,-1.0,30.2
20606,27.7,645.0,-1.0,29.9
20607,27.8,644.0,-1.0,29.7
20608,27.9,643.0,-1.0,29.6
20609,27.9,643.0,-1.0,29.5
20610,27.9,641.0,-1.0,29.5
20611,28.0,642.0,-1.0,29.3
20612,28.0,641.0,-1.0,29.1
20613,28.0,639.0,-1.0,29.0
20614,27.9,638.0,-1.0,28.5
20615,27.9,635.0,-1.0,27.7
20616,28.1,635.0,-1.0,28.0
20617,28.1,636.0,-1.0,28.3
20618,28.1,634.0,-1.0,28.4
20619,28.1,634.0,-1.0,28.2
20620,28.2,634.0,-1.0,28.3
20621,28.1,630.0,-1.0,28.1
20622,28.2,629.0,-1.0,28.0
20623,28.4,629.0,-1.0,27.9
20624,28.1,629.0,-1.0,28.2
20625,28.2,626.0,-1.0,28.2
20626,28.3,627.0,-1.0,28.1
20627,28.3,627.0,-1.0,27.9
20628,28.1,627.0,-1.0,27.2
20629,28.4,627.0,-1.0,27.1
20630,28.4,626.0,-1.0,27.3
20631,28.4,625.0,-1.0,27.4
20632,28.3,623.0,-1.0,27.7
20633,28.4,621.0,-1.0,27.8
20634,28.4,620.0,-1.0,27.5
20635,28.4,618.0,-1.0,27.2
20636,28.3,617.0,-1.0,27.2
20637,28.5,616.0,-1.0,27.4
20638,28.3,616.0,-1.0,27.8
20639,28.3,615.0,-1.0,27.9
20640,28.3,613.0,-1.0,27.7
20641,28.4,611.0,-1.0,27.8
20642,28.2,609.0,-1.0,27.9
20643,28.3,606.0,-1.0,28.1
20644,28.2,607.0,-1.0,28.3
20645,28.2,605.0,-1.0,28.6
20646,28.0,603.0,-1.0,28.9
20647,28.0,602.0,-1.0,29.2
20648,27.7,601.0,-1.0,29.1
20649,28.0,599.0,-1.0,28.9
20650,28.0,598.0,-1.0,28.7
20651,28.0,596.0,-1.0,28.5
20652,27.9,595.0,-1.0,28.6
20653,27.9,594.0,-1.0,28.9
20654,27.8,592.0,-1.0,29.1
20655,27.8,591.0,-1.0,28.8
20656,27.7,588.0,-1.0,28.3
20657,27.8,586.0,-1.0,28.1
20658,27.7,586.0,-1.0,28.1
20659,27.7,584.0,-1.0,27.7
20660,27.6,581.0,-1.0,27.5
20661,27.7,580.0,-1.0,27.3
20662,27.7,578.0,-1.0,27.2
20663,27.8,577.0,-1.0,27.3
20664,27.6,573.0,-1.0,27.3
20665,27.7,572.0,-1.0,27.1
20666,27.6,570.0,-1.0,27.0
20667,27.7,568.0,-1.0,27.0
20668,27.5,566.0,-1.0,27.0
20669,27.5,560.0,-1.0,26.7
20670,27.5,560.0,-1.0,26.6
20671,27.5,558.0,-1.0,26.3
20672,27.5,557.0,-1.0,26.0
20673,27.4,554.0,-1.0,25.8
20674,27.3,552.0,-1.0,25.6
20675,27.3,548.0,-1.0,25.5
20676,27.3,547.0,-1.0,25.5
20677,27.1,543.0,-1.0,25.6
20678,27.2,541.0,-1.0,25.0
20679,27.1,539.0,-1.0,24.7
20680,27.2,537.0,-1.0,24.3
20681,27.2,536.0,-1.0,24.1
20682,27.1,533.0,-1.0,23.8
20683,27.0,531.0,-1.0,23.4
20684,27.0,528.0,-1.0,23.1
20685,26.9,526.0,-1.0,23.1
20686,26.8,524.0,-1.0,22.9
20687,26.7,522.0,-1.0,22.8
20688,26.7,520.0,-1.0,22.8
20689,26.6,516.0,-1.0,22.9
20690,26.6,513.0,-1.0,22.6
20691,26.5,512.0,-1.0,22.4
20692,26.4,509.0,-1.0,22.5
20693,26.3,506.0,-1.0,22.6
20694,26.3,503.0,-1.0,22.4
20695,26.2,501.0,-1.0,22.3
20696,26.1,497.0,-1.0,21.8
20697,26.0,494.0,-1.0,21.7
20698,25.9,491.0,-1.0,21.6
20699,26.0,489.0,-1.0,21.7
20700,25.8,488.0,-1.0,21.5
20701,25.4,485.0,-1.0,21.4
20702,25.6,482.0,-1.0,21.4
20703,25.5,479.0,-1.0,21.2
20704,25.4,475.0,-1.0,20.9
20705,25.3,473.0,-1.0,20.9
20706,25.2,470.0,-1.0,21.0
20707,25.2,467.0,-1.0,21.0
20708,25.0,465.0,-1.0,21.0
20709,25.1,464.0,-1.0,20.7
20710,25.0,461.0,-1.0,20.7
20711,24.9,458.0,-1.0,20.5
20712,24.9,457.0,-1.0,20.3
20713,24.7,455.0,-1.0,20.3
20714,24.6,451.0,-1.0,20.4
20715,24.5,450.0,-1.0,20.5
20716,24.5,448.0,-1.0,20.5
20717,24.5,446.0,-1.0,20.5
20718,24.2,442.0,-1.0,20.2
20719,24.2,441.0,-1.0,20.1
20720,24.1,438.0,-1.0,19.9
20721,24.0,435.0,-1.0,19.9
20722,23.6,432.0,-1.0,19.8
20723,23.7,427.0,-1.0,19.7
20724,23.7,425.0,-1.0,19.7
20725,23.3,421.0,-1.0,19.8
20726,23.2,419.0,-1.0,19.8
20727,23.1,416.0,-1.0,19.9
20728,23.0,414.0,-1.0,19.4
20729,23.1,412.0,-1.0,19.0
20730,23.0,410.0,-1.0,18.9
20731,22.9,407.0,-1.0,18.9
20732,22.5,401.0,-1.0,18.7
20733,22.5,398.0,-1.0,18.6
20734,22.5,395.0,-1.0,18.6
20735,22.3,392.0,-1.0,18.7
20736,22.1,390.0,-1.0,18.7
20737,22.1,387.0,-1.0,18.3
20738,22.1,385.0,-1.0,17.8
20739,22.0,383.0,-1.0,17.3
20740,21.9,380.0,-1.0,16.9
20741,21.7,374.0,-1.0,16.8
20742,21.6,372.0,-1.0,16.7
20743,21.4,366.0,-1.0,16.8
20744,21.2,362.0,-1.0,16.8
20745,21.1,360.0,-1.0,16.8
20746,20.9,358.0,-1.0,16.7
20747,20.7,355.0,-1.0,16.7
20748,20.6,352.0,-1.0,16.6
20749,20.4,349.0,-1.0,16.5
20750,20.2,346.0,-1.0,16.5
20751,19.8,342.0,-1.0,16.5
20752,19.7,339.0,-1.0,16.5
20753,19.8,337.0,-1.0,16.4
20754,19.5,334.0,-1.0,16.2
20755,18.9,328.0,-1.0,16.1
20756,18.7,324.0,-1.0,16.0
20757,18.5,322.0,-1.0,15.8
20758,18.0,319.0,-1.0,15.7
20759,17.5,317.0,-1.0,15.5
20760,17.6,314.0,-1.0,15.5
20761,17.2,312.0,-1.0,15.5
20762,16.5,308.0,-1.0,15.5
20763,16.2,305.0,-1.0,15.4
20764,16.0,302.0,-1.0,15.3
20765,15.9,299.0,-1.0,15.2
20766,15.6,293.0,-1.0,15.1
20767,15.5,291.0,-1.0,15.0
20768,15.4,288.0,-1.0,14.9
20769,15.3,285.0,-1.0,14.7
20770,15.1,283.0,-1.0,14.7
20771,15.0,280.0,-1.0,14.6
20772,14.8,276.0,-1.0,14.6
20773,14.5,272.0,-1.0,14.6
20774,14.6,269.0,-1.0,14.6
20775,14.4,264.0,-1.0,14.3
20776,14.3,261.0,-1.0,14.2
20777,14.1,258.0,-1.0,14.1
20778,14.0,255.0,-1.0,14.1
20779,13.9,253.0,-1.0,14.0
20780,13.7,249.0,-1.0,13.9
20781,13.4,246.0,-1.0,13.8
20782,13.3,242.0,-1.0,13.6
20783,13.2,240.0,-1.0,13.5
20784,12.8,234.0,-1.0,13.2
20785,12.5,231.0,-1.0,13.1
20786,12.3,228.0,-1.0,13.0
20787,12.1,225.0,-1.0,12.8
20788,12.0,222.0,-1.0,12.6
20789,11.7,219.0,-1.0,12.4
20790,11.6,216.0,-1.0,12.3
20791,11.2,213.0,-1.0,12.1
20792,11.0,211.0,-1.0,11.9
20793,11.0,208.0,-1.0,11.9
20794,9.6,202.0,-1.0,11.7
20795,10.2,199.0,-1.0,11.6
20796,9.8,197.0,-1.0,11.4
20797,9.0,194.0,-1.0,11.2
20798,8.7,191.0,-1.0,11.1
20799,8.6,188.0,-1.0,10.9
20800,8.2,182.0,-1.0,10.7
20801,8.1,180.0,-1.0,10.6
20802,7.8,174.0,-1.0,10.5
20803,7.7,171.0,-1.0,10.3
20804,7.7,169.0,-1.0,10.3
20805,7.5,166.0,-1.0,10.2
20806,7.3,164.0,-1.0,10.2
20807,6.9,159.0,-1.0,10.1
20808,6.9,156.0,-1.0,10.0
20809,6.7,154.0,-1.0,9.9
20810,6.6,151.0,-1.0,9.8
20811,6.5,149.0,-1.0,9.7
20812,6.4,146.0,-1.0,9.6
20813,6.1,141.0,-1.0,9.4
20814,5.9,138.0,-1.0,9.2
20815,5.7,134.0,-1.0,9.0
20816,5.6,131.0,-1.0,8.9
20817,5.4,129.0,-1.0,8.8
20818,5.2,126.0,-1.0,8.8
20819,5.0,124.0,-1.0,8.7
20820,4.8,120.0,-1.0,8.5
20821,4.6,118.0,-1.0,8.4
20822,4.5,115.0,-1.0,8.3
20823,4.4,113.0,-1.0,8.2
20824,4.2,110.0,-1.0,8.2
20825,4.2,108.0,-1.0,8.1
20826,4.0,106.0,-1.0,8.0
20827,3.9,103.0,-1.0,7.9
20828,3.7,101.0,-1.0,7.8
20829,3.5,98.0,-1.0,7.6
20830,3.4,96.0,-1.0,7.4
20831,3.2,94.0,-1.0,7.3
20832,3.0,92.0,-1.0,7.2
20833,3.0,90.0,-1.0,7.2
20834,2.8,88.0,-1.0,7.1
20835,2.3,84.0,-1.0,6.9
20836,2.1,82.0,-1.0,6.9
20837,2.0,79.0,-1.0,6.7
20838,2.0,77.0,-1.0,6.6
20839,2.2,75.0,-1.0,6.6
20840,2.2,74.0,-1.0,6.5
20841,2.4,72.0,-1.0,6.4
20842,2.1,71.0,-1.0,6.3
20843,2.1,69.0,-1.0,6.2
20844,2.0,67.0,-1.0,6.1
20845,2.0,66.0,-1.0,6.1
20846,2.0,62.0,-1.0,5.9
20847,1.7,61.0,-1.0,5.8
20848,1.9,59.0,-1.0,5.7
20849,1.9,58.0,-1.0,5.6
20850,1.9,56.0,-1.0,5.5
20851,1.9,54.0,-1.0,5.3
20852,1.8,52.0,-1.0,5.2
20853,1.8,51.0,-1.0,5.2
20854,1.8,48.0,-1.0,5.1
20855,1.8,48.0,-1.0,5.0
20856,1.8,47.0,-1.0,5.0
20857,1.7,45.0,-1.0,4.8
20858,1.5,44.0,-1.0,4.8
20859,1.7,43.0,-1.0,4.8
20860,1.7,42.0,-1.0,4.8
20861,1.7,41.0,-1.0,4.9
20862,1.7,40.0,-1.0,5.0
20863,1.6,39.0,-1.0,5.1
20864,1.6,38.0,-1.0,5.2
20865,1.6,36.0,-1.0,5.4
20866,1.5,35.0,-1.0,5.4
20867,1.3,33.0,-1.0,5.2
20868,1.4,32.0,-1.0,5.0
20869,1.4,29.0,-1.0,4.8
20870,1.4,28.0,-1.0,4.6
20871,1.4,28.0,-1.0,4.4
20872,1.3,26.0,-1.0,4.2
20873,1.3,26.0,-1.0,4.1
20874,1.3,25.0,-1.0,4.0
20875,1.3,25.0,-1.0,3.9
20876,1.2,23.0,-1.0,3.7
20877,1.2,23.0,-1.0,3.6
20878,1.2,22.0,-1.0,3.6
20879,1.4,21.0,-1.0,3.5
20880,1.1,21.0,-1.0,3.4
20881,1.1,20.0,-1.0,3.3
20882,1.0,19.0,-1.0,3.2
20883,1.0,18.0,-1.0,3.1
20884,1.0,17.0,-1.0,3.0
20885,0.9,16.0,-1.0,2.8
20886,0.9,16.0,-1.0,2.7
20887,0.8,15.0,-1.0,2.7
20888,0.8,15.0,-1.0,2.5
20889,0.8,14.0,-1.0,2.5
20890,0.7,13.0,-1.0,2.4
20891,0.7,12.0,-1.0,2.3
20892,0.6,12.0,-1.0,2.1
20893,0.6,10.0,-1.0,2.1
20894,0.5,10.0,-1.0,2.2
20895,0.5,9.0,-1.0,2.2
20896,0.5,9.0,-1.0,2.2
20897,0.5,8.0,-1.0,2.2
20898,0.4,7.0,-1.0,2.2
20899,0.3,6.0,-1.0,2.1
20900,0.3,6.0,-1.0,2.1
20901,0.3,5.0,-1.0,2.0
20902,0.0,4.0,-1.0,1.9
20903,0.0,4.0,-1.0,1.7
20904,0.0,3.0,-1.0,1.4
20905,0.0,2.0,-1.0,1.3
20906,0.0,2.0,-1.0,1.1
20907,0.0,2.0,-1.0,1.0
20908,0.0,1.0,-1.0,0.9
20909,0.0,1.0,-1.0,0.8
20910,0.0,1.0,-1.0,0.5
20911,0.0,1.0,-1.0,0.5
20912,0.0,0.0,-1.0,0.4
20913,0.0,0.0,-1.0,0.3
20914,0.0,0.0,-1.0,0.2
20915,0.0,0.0,-1.0,0.2
20916,0.0,0.0,-1.0,0.1
20917,0.0,0.0,-1.0,0.0
20918,0.0,0.0,-1.0,0.0
20919,0.0,0.0,-1.0,-0.2
20920,0.0,0.0,-1.0,-0.3
20921,0.0,0.0,-1.0,-0.3
20922,0.0,0.0,-1.0,-0.3
20923,0.0,0.0,-1.0,-0.3
20924,0.0,0.0,-1.0,-0.3
20925,0.0,0.0,-1.0,-0.4
20926,0.0,0.0,-1.0,-0.5
20927,0.0,0.0,-1.0,-0.5
20928,0.0,0.0,-1.0,-0.5
20929,0.0,0.0,-1.0,-0.5
20930,0.0,0.0,-1.0,-0.6
20931,0.0,0.0,-1.0,-0.7
20932,0.0,0.0,-1.0,-0.7
20933,0.0,0.0,-1.0,-0.7
20934,0.0,0.0,-1.0,-0.7
20935,0.0,0.0,-1.0,-0.7
20936,0.0,0.0,-1.0,-0.7
20937,0.0,0.0,-1.0,-0.7
20938,0.0,0.0,-1.0,-0.6
20939,0.0,0.0,-1.0,-0.5
20940,0.0,0.0,-1.0,-0.4
20941,0.0,0.0,-1.0,-0.4
20942,0.0,0.0,-1.0,-0.4
20943,0.0,0.0,-1.0,-0.3
20944,0.0,0.0,-1.0,-0.4
20945,0.0,0.0,-1.0,-0.5
20946,0.0,0.0,-1.0,-0.6
20947,0.0,0.0,-1.0,-0.7
20948,0.0,0.0,-1.0,-0.8
20949,0.0,0.0,-1.0,-0.9
20950,0.0,0.0,-1.0,-1.0
20951,0.0,0.0,-1.0,-1.2
20952,0.0,0.0,-1.0,-1.3
20953,0.0,0.0,-1.0,-1.4
20954,0.0,0.0,-1.0,-1.5
20955,0.0,0.0,-1.0,-1.6
20956,0.0,0.0,-1.0,-1.6
20957,0.0,0.0,-1.0,-1.6
20958,0.0,0.0,-1.0,-1.6
20959,0.0,0.0,-1.0,-1.6
20960,0.0,0.0,-1.0,-1.6
20961,0.0,0.0,-1.0,-1.7
20962,0.0,0.0,-1.0,-1.7
20963,0.0,0.0,-1.0,-1.7
20964,0.0,0.0,-1.0,-1.7
20965,0.0,0.0,-1.0,-1.7
20966,0.0,0.0,-1.0,-1.7
20967,0.0,0.0,-1.0,-1.7
20968,0.0,0.0,-1.0,-1.8
20969,0.0,0.0,-1.0,-1.9
20970,0.0,0.0,-1.0,-2.0
20971,0.0,0.0,-1.0,-2.1
20972,0.0,0.0,-1.0,-2.1
20973,0.0,0.0,-1.0,-2.3
20974,0.0,0.0,-1.0,-2.4
20975,0.0,0.0,-1.0,-2.4
20976,0.0,0.0,-1.0,-2.5
20977,0.0,0.0,-1.0,-2.6
20978,0.0,0.0,-1.0,-2.6
20979,0.0,0.0,-1.0,-2.6
20980,0.0,0.0,-1.0,-2.7
20981,0.0,0.0,-1.0,-2.8
20982,0.0,0.0,-1.0,-2.8
20983,0.0,0.0,-1.0,-2.9
20984,0.0,0.0,-1.0,-3.0
20985,0.0,0.0,-1.0,-3.0
20986,0.0,0.0,-1.0,-3.0
20987,0.0,0.0,-1.0,-3.0
20988,0.0,0.0,-1.0,-3.1
20989,0.0,0.0,-1.0,-3.0
20990,0.0,0.0,-1.0,-3.0
20991,0.0,0.0,-1.0,-3.1
20992,0.0,0.0,-1.0,-3.1
20993,0.0,0.0,-1.0,-3.2
20994,0.0,0.0,-1.0,-3.3
20995,0.0,0.0,-1.0,-3.3
20996,0.0,0.0,-1.0,-3.3
20997,0.0,0.0,-1.0,-3.3
20998,0.0,0.0,-1.0,-3.3
20999,0.0,0.0,-1.0,-3.4
21000,0.0,0.0,-1.0,-3.5
21001,0.0,0.0,-1.0,-3.5
21002,0.0,0.0,-1.0,-3.5
21003,0.0,0.0,-1.0,-3.6
21004,0.0,0.0,-1.0,-3.6
21005,0.0,0.0,-1.0,-3.7
21006,0.0,0.0,-1.0,-3.7
21007,0.0,0.0,-1.0,-3.8
21008,0.0,0.0,-1.0,-3.8
21009,0.0,0.0,-1.0,-3.9
21010,0.0,0.0,-1.0,-4.0
21011,0.0,0.0,-1.0,-4.1
21012,0.0,0.0,-1.0,-4.1
21013,0.0,0.0,-1.0,-4.1
21014,0.0,0.0,-1.0,-4.1
21015,0.0,0.0,-1.0,-4.2
21016,0.0,0.0,-1.0,-4.3
21017,0.0,0.0,-1.0,-4.3
21018,0.0,0.0,-1.0,-4.4
21019,0.0,0.0,-1.0,-4.4
21020,0.0,0.0,-1.0,-4.5
21021,0.0,0.0,-1.0,-4.5
21022,0.0,0.0,-1.0,-4.5
21023,0.0,0.0,-1.0,-4.5
21024,0.0,0.0,-1.0,-4.5
21025,0.0,0.0,-1.0,-4.5
21026,0.0,0.0,-1.0,-4.5
21027,0.0,0.0,-1.0,-4.5
21028,0.0,0.0,-1.0,-4.5
21029,0.0,0.0,-1.0,-4.5
21030,0.0,0.0,-1.0,-4.5
21031,0.0,0.0,-1.0,-4.5
21032,0.0,0.0,-1.0,-4.6
21033,0.0,0.0,-1.0,-4.6
21034,0.0,0.0,-1.0,-4.6
21035,0.0,0.0,-1.0,-4.7
21036,0.0,0.0,-1.0,-4.7
21037,0.0,0.0,-1.0,-4.7
21038,0.0,0.0,-1.0,-4.8
21039,0.0,0.0,-1.0,-4.8
21040,0.0,0.0,-1.0,-4.8
21041,0.0,0.0,-1.0,-4.8
21042,0.0,0.0,-1.0,-4.9
21043,0.0,0.0,-1.0,-4.9
21044,0.0,0.0,-1.0,-4.9
21045,0.0,0.0,-1.0,-4.9
21046,0.0,0.0,-1.0,-5.0
21047,0.0,0.0,-1.0,-5.0
21048,0.0,0.0,-1.0,-5.0
21049,0.0,0.0,-1.0,-5.0
21050,0.0,0.0,-1.0,-5.0
21051,0.0,0.0,-1.0,-5.1
21052,0.0,0.0,-1.0,-5.0
21053,0.0,0.0,-1.0,-5.0
21054,0.0,0.0,-1.0,-5.0
21055,0.0,0.0,-1.0,-5.0
21056,0.0,0.0,-1.0,-5.1
21057,0.0,0.0,-1.0,-5.1
21058,0.0,0.0,-1.0,-5.1
21059,0.0,0.0,-1.0,-5.1
21060,0.0,0.0,-1.0,-5.1
21061,0.0,0.0,-1.0,-5.1
21062,0.0,0.0,-1.0,-5.0
21063,0.0,0.0,-1.0,-5.0
21064,0.0,0.0,-1.0,-5.1
21065,0.0,0.0,-1.0,-5.1
21066,0.0,0.0,-1.0,-5.2
21067,0.0,0.0,-1.0,-5.2
21068,0.0,0.0,-1.0,-5.2
21069,0.0,0.0,-1.0,-5.2
21070,0.0,0.0,-1.0,-5.2
21071,0.0,0.0,-1.0,-5.3
21072,0.0,0.0,-1.0,-5.3
21073,0.0,0.0,-1.0,-5.3
21074,0.0,0.0,-1.0,-5.3
21075,0.0,0.0,-1.0,-5.3
21076,0.0,0.0,-1.0,-5.4
21077,0.0,0.0,-1.0,-5.4
21078,0.0,0.0,-1.0,-5.4
21079,0.0,0.0,-1.0,-5.4
21080,0.0,0.0,-1.0,-5.4
21081,0.0,0.0,-1.0,-5.4
21082,0.0,0.0,-1.0,-5.4
21083,0.0,0.0,-1.0,-5.5
21084,0.0,0.0,-1.0,-5.4
21085,0.0,0.0,-1.0,-5.5
21086,0.0,0.0,-1.0,-5.5
21087,0.0,0.0,-1.0,-5.5
21088,0.0,0.0,-1.0,-5.5
21089,0.0,0.0,-1.0,-5.5
21090,0.0,0.0,-1.0,-5.5
21091,0.0,0.0,-1.0,-5.5
21092,0.0,0.0,-1.0,-5.5
21093,0.0,0.0,-1.0,-5.6
21094,0.0,0.0,-1.0,-5.6
21095,0.0,0.0,-1.0,-5.6
21096,0.0,0.0,-1.0,-5.6
21097,0.0,0.0,-1.0,-5.6
21098,0.0,0.0,-1.0,-5.5
21099,0.0,0.0,-1.0,-5.5
21100,0.0,0.0,-1.0,-5.5
21101,0.0,0.0,-1.0,-5.4
21102,0.0,0.0,-1.0,-5.5
21103,0.0,0.0,-1.0,-5.5
21104,0.0,0.0,-1.0,-5.5
21105,0.0,0.0,-1.0,-5.5
21106,0.0,0.0,-1.0,-5.4
21107,0.0,0.0,-1.0,-5.3
21108,0.0,0.0,-1.0,-5.2
21109,0.0,0.0,-1.0,-5.2
21110,0.0,0.0,-1.0,-5.1
21111,0.0,0.0,-1.0,-5.0
21112,0.0,0.0,-1.0,-4.8
21113,0.0,0.0,-1.0,-4.7
21114,0.0,0.0,-1.0,-4.6
21115,0.0,0.0,-1.0,-4.6
21116,0.0,0.0,-1.0,-4.5
21117,0.0,0.0,-1.0,-4.5
21118,0.0,0.0,-1.0,-4.5
21119,0.0,0.0,-1.0,-4.5
21120,0.0,0.0,-1.0,-4.5
21121,0.0,0.0,-1.0,-4.7
21122,0.0,0.0,-1.0,-4.6
21123,0.0,0.0,-1.0,-4.6
21124,0.0,0.0,-1.0,-4.6
21125,0.0,0.0,-1.0,-4.7
21126,0.0,0.0,-1.0,-4.8
21127,0.0,0.0,-1.0,-4.8
21128,0.0,0.0,-1.0,-4.8
21129,0.0,0.0,-1.0,-4.8
21130,0.0,0.0,-1.0,-4.7
21131,0.0,0.0,-1.0,-4.6
21132,0.0,0.0,-1.0,-4.6
21133,0.0,0.0,-1.0,-4.6
21134,0.0,0.0,-1.0,-4.6
21135,0.0,0.0,-1.0,-4.6
21136,0.0,0.0,-1.0,-4.7
21137,0.0,0.0,-1.0,-4.7
21138,0.0,0.0,-1.0,-4.6
21139,0.0,0.0,-1.0,-4.6
21140,0.0,0.0,-1.0,-4.6
21141,0.0,0.0,-1.0,-4.6
21142,0.0,0.0,-1.0,-4.6
21143,0.0,0.0,-1.0,-4.6
21144,0.0,0.0,-1.0,-4.5
21145,0.0,0.0,-1.0,-4.6
21146,0.0,0.0,-1.0,-4.6
21147,0.0,0.0,-1.0,-4.7
21148,0.0,0.0,-1.0,-4.7
21149,0.0,0.0,-1.0,-4.8
21150,0.0,0.0,-1.0,-4.8
21151,0.0,0.0,-1.0,-4.9
21152,0.0,0.0,-1.0,-4.9
21153,0.0,0.0,-1.0,-4.9
21154,0.0,0.0,-1.0,-4.9
21155,0.0,0.0,-1.0,-4.9
21156,0.0,0.0,-1.0,-4.9
21157,0.0,0.0,-1.0,-4.9
21158,0.0,0.0,-1.0,-5.0
21159,0.0,0.0,-1.0,-5.2
21160,0.0,0.0,-1.0,-5.3
21161,0.0,0.0,-1.0,-5.4
21162,0.0,0.0,-1.0,-5.7
21163,0.0,0.0,-1.0,-5.8
21164,0.0,0.0,-1.0,-5.9
21165,0.0,0.0,-1.0,-6.0
21166,0.0,0.0,-1.0,-6.1
21167,0.0,0.0,-1.0,-6.1
21168,0.0,0.0,-1.0,-6.0
21169,0.0,0.0,-1.0,-6.0
21170,0.0,0.0,-1.0,-6.0
