,dc_p,s_ir,h_ir,m_t
0,4.2,81.0,-1.0,14.5
1,3.6,70.0,-1.0,14.7
2,3.4,69.0,-1.0,14.7
3,3.2,65.0,-1.0,14.7
4,3.1,62.0,-1.0,14.7
5,3.2,62.0,-1.0,14.6
6,3.6,66.0,-1.0,14.6
7,4.0,75.0,-1.0,14.5
8,2.7,55.0,-1.0,14.6
9,2.5,50.0,-1.0,14.5
10,2.6,50.0,-1.0,14.4
11,2.7,53.0,-1.0,14.3
12,2.6,52.0,-1.0,14.2
13,2.6,51.0,-1.0,14.1
14,2.5,50.0,-1.0,14.1
15,2.4,51.0,-1.0,14.0
16,2.8,53.0,-1.0,14.0
17,3.6,65.0,-1.0,13.9
18,4.1,76.0,-1.0,13.9
19,4.0,83.0,-1.0,14.0
20,3.6,76.0,-1.0,14.0
21,3.2,68.0,-1.0,14.1
22,2.9,61.0,-1.0,14.1
23,2.7,56.0,-1.0,14.1
24,2.6,53.0,-1.0,14.0
25,2.5,52.0,-1.0,14.0
26,2.5,50.0,-1.0,14.0
27,2.5,50.0,-1.0,13.9
28,2.5,49.0,-1.0,13.8
29,2.5,49.0,-1.0,13.8
30,2.5,49.0,-1.0,13.7
31,2.4,50.0,-1.0,13.7
32,2.9,54.0,-1.0,13.6
33,3.5,65.0,-1.0,13.6
34,3.1,64.0,-1.0,13.5
35,2.6,54.0,-1.0,13.5
36,2.5,51.0,-1.0,13.5
37,2.4,48.0,-1.0,13.4
38,2.2,45.0,-1.0,13.3
39,2.0,40.0,-1.0,13.3
40,1.9,38.0,-1.0,13.2
41,2.0,39.0,-1.0,13.1
42,1.9,38.0,-1.0,13.0
43,1.8,35.0,-1.0,12.9
44,1.8,35.0,-1.0,12.8
45,2.1,39.0,-1.0,12.7
46,2.1,41.0,-1.0,12.7
47,2.1,42.0,-1.0,12.6
48,2.2,42.0,-1.0,12.6
49,2.2,42.0,-1.0,12.6
50,2.2,43.0,-1.0,12.6
51,2.2,44.0,-1.0,12.5
52,2.2,44.0,-1.0,12.5
53,2.2,43.0,-1.0,12.5
54,2.0,40.0,-1.0,12.5
55,1.6,37.0,-1.0,12.4
56,1.8,36.0,-1.0,12.4
57,1.9,34.0,-1.0,12.4
58,1.6,32.0,-1.0,12.4
59,1.5,30.0,-1.0,12.3
60,1.4,28.0,-1.0,12.3
61,1.4,27.0,-1.0,12.2
62,1.3,26.0,-1.0,12.2
63,1.3,25.0,-1.0,12.0
64,1.0,24.0,-1.0,12.0
65,1.3,21.0,-1.0,11.9
66,1.1,20.0,-1.0,11.8
67,1.1,20.0,-1.0,11.8
68,1.0,20.0,-1.0,11.7
69,1.0,20.0,-1.0,11.6
70,1.1,20.0,-1.0,11.6
71,0.0,21.0,-1.0,11.5
72,0.0,23.0,-1.0,11.4
73,0.0,23.0,-1.0,11.4
74,0.0,22.0,-1.0,11.4
75,0.8,16.0,-1.0,11.3
76,0.7,14.0,-1.0,11.2
77,0.0,13.0,-1.0,11.2
78,0.0,13.0,-1.0,11.1
79,0.0,13.0,-1.0,11.1
80,0.0,13.0,-1.0,11.0
81,0.7,13.0,-1.0,11.0
82,0.7,13.0,-1.0,10.9
83,0.7,13.0,-1.0,10.9
84,0.7,12.0,-1.0,10.8
85,0.6,11.0,-1.0,10.8
86,0.6,10.0,-1.0,10.7
87,0.5,9.0,-1.0,10.7
88,0.5,9.0,-1.0,10.6
89,0.5,8.0,-1.0,10.5
90,0.4,8.0,-1.0,10.5
91,0.4,7.0,-1.0,10.4
92,0.3,6.0,-1.0,10.3
93,0.0,6.0,-1.0,10.3
94,0.3,6.0,-1.0,10.2
95,0.0,5.0,-1.0,10.1
96,0.0,5.0,-1.0,10.1
97,0.0,5.0,-1.0,10.1
98,0.0,4.0,-1.0,10.0
99,0.0,4.0,-1.0,9.9
100,0.0,3.0,-1.0,9.9
101,0.0,3.0,-1.0,9.8
102,0.0,3.0,-1.0,9.8
103,0.0,2.0,-1.0,9.7
104,0.0,2.0,-1.0,9.7
105,0.0,2.0,-1.0,9.7
106,0.0,2.0,-1.0,9.7
107,0.0,1.0,-1.0,9.6
108,0.0,1.0,-1.0,9.6
109,0.0,1.0,-1.0,9.5
110,0.0,1.0,-1.0,9.5
111,0.0,1.0,-1.0,9.5
112,0.0,0.0,-1.0,9.5
113,0.0,0.0,-1.0,9.4
114,0.0,0.0,-1.0,9.4
115,0.0,0.0,-1.0,9.4
116,0.0,0.0,-1.0,9.4
117,0.0,0.0,-1.0,9.4
118,0.0,0.0,-1.0,9.3
119,0.0,0.0,-1.0,9.3
120,0.0,0.0,-1.0,9.3
121,0.0,0.0,-1.0,9.2
122,0.0,0.0,-1.0,9.2
123,0.0,0.0,-1.0,9.2
124,0.0,0.0,-1.0,9.1
125,0.0,0.0,-1.0,9.1
126,0.0,0.0,-1.0,9.1
127,0.0,0.0,-1.0,9.1
128,0.0,0.0,-1.0,9.0
129,0.0,0.0,-1.0,9.0
130,0.0,0.0,-1.0,8.9
131,0.0,0.0,-1.0,8.9
132,0.0,0.0,-1.0,8.9
133,0.0,0.0,-1.0,8.8
134,0.0,0.0,-1.0,8.8
135,0.0,0.0,-1.0,8.8
136,0.0,0.0,-1.0,8.7
137,0.0,0.0,-1.0,8.7
138,0.0,0.0,-1.0,8.6
139,0.0,0.0,-1.0,8.6
140,0.0,0.0,-1.0,8.5
141,0.0,0.0,-1.0,8.5
142,0.0,0.0,-1.0,8.4
143,0.0,0.0,-1.0,8.4
144,0.0,0.0,-1.0,8.3
145,0.0,0.0,-1.0,8.3
146,0.0,0.0,-1.0,8.3
147,0.0,0.0,-1.0,8.2
148,0.0,0.0,-1.0,8.1
149,0.0,0.0,-1.0,8.1
150,0.0,0.0,-1.0,8.1
151,0.0,0.0,-1.0,8.1
152,0.0,0.0,-1.0,8.0
153,0.0,0.0,-1.0,8.0
154,0.0,0.0,-1.0,8.0
155,0.0,0.0,-1.0,8.0
156,0.0,0.0,-1.0,8.0
157,0.0,0.0,-1.0,8.0
158,0.0,0.0,-1.0,8.0
159,0.0,0.0,-1.0,8.0
160,0.0,0.0,-1.0,8.0
161,0.0,0.0,-1.0,8.0
162,0.0,0.0,-1.0,8.0
163,0.0,0.0,-1.0,8.0
164,0.0,0.0,-1.0,8.0
165,0.0,0.0,-1.0,8.0
166,0.0,0.0,-1.0,8.0
167,0.0,0.0,-1.0,8.0
168,0.0,0.0,-1.0,8.0
169,0.0,0.0,-1.0,8.0
170,0.0,0.0,-1.0,8.0
171,0.0,0.0,-1.0,8.0
172,0.0,0.0,-1.0,8.0
173,0.0,0.0,-1.0,8.0
174,0.0,0.0,-1.0,8.0
175,0.0,0.0,-1.0,8.0
176,0.0,0.0,-1.0,8.0
177,0.0,0.0,-1.0,8.0
178,0.0,0.0,-1.0,7.9
179,0.0,0.0,-1.0,7.9
180,0.0,0.0,-1.0,7.9
181,0.0,0.0,-1.0,7.9
182,0.0,0.0,-1.0,7.9
183,0.0,0.0,-1.0,7.9
184,0.0,0.0,-1.0,7.8
185,0.0,0.0,-1.0,7.8
186,0.0,0.0,-1.0,7.8
187,0.0,0.0,-1.0,7.8
188,0.0,0.0,-1.0,7.8
189,0.0,0.0,-1.0,7.8
190,0.0,0.0,-1.0,7.8
191,0.0,0.0,-1.0,7.8
192,0.0,0.0,-1.0,7.9
193,0.0,0.0,-1.0,7.9
194,0.0,0.0,-1.0,7.9
195,0.0,0.0,-1.0,7.9
196,0.0,0.0,-1.0,8.0
197,0.0,0.0,-1.0,8.0
198,0.0,0.0,-1.0,8.1
199,0.0,0.0,-1.0,8.1
200,0.0,0.0,-1.0,8.1
201,0.0,0.0,-1.0,8.1
202,0.0,0.0,-1.0,8.2
203,0.0,0.0,-1.0,8.2
204,0.0,0.0,-1.0,8.3
205,0.0,0.0,-1.0,8.3
206,0.0,0.0,-1.0,8.3
207,0.0,0.0,-1.0,8.3
208,0.0,0.0,-1.0,8.3
209,0.0,0.0,-1.0,8.3
210,0.0,0.0,-1.0,8.4
211,0.0,0.0,-1.0,8.4
212,0.0,0.0,-1.0,8.4
213,0.0,0.0,-1.0,8.4
214,0.0,0.0,-1.0,8.5
215,0.0,0.0,-1.0,8.5
216,0.0,0.0,-1.0,8.5
217,0.0,0.0,-1.0,8.5
218,0.0,0.0,-1.0,8.5
219,0.0,0.0,-1.0,8.6
220,0.0,0.0,-1.0,8.6
221,0.0,0.0,-1.0,8.6
222,0.0,0.0,-1.0,8.6
223,0.0,0.0,-1.0,8.6
224,0.0,0.0,-1.0,8.6
225,0.0,0.0,-1.0,8.6
226,0.0,0.0,-1.0,8.6
227,0.0,0.0,-1.0,8.6
228,0.0,0.0,-1.0,8.6
229,0.0,0.0,-1.0,8.6
230,0.0,0.0,-1.0,8.6
231,0.0,0.0,-1.0,8.6
232,0.0,0.0,-1.0,8.6
233,0.0,0.0,-1.0,8.6
234,0.0,0.0,-1.0,8.6
235,0.0,0.0,-1.0,8.6
236,0.0,0.0,-1.0,8.6
237,0.0,0.0,-1.0,8.6
238,0.0,0.0,-1.0,8.6
239,0.0,0.0,-1.0,8.6
240,0.0,0.0,-1.0,8.6
241,0.0,0.0,-1.0,8.6
242,0.0,0.0,-1.0,8.6
243,0.0,0.0,-1.0,8.6
244,0.0,0.0,-1.0,8.6
245,0.0,0.0,-1.0,8.6
246,0.0,0.0,-1.0,8.6
247,0.0,0.0,-1.0,8.6
248,0.0,0.0,-1.0,8.6
249,0.0,0.0,-1.0,8.6
250,0.0,0.0,-1.0,8.6
251,0.0,0.0,-1.0,8.6
252,0.0,0.0,-1.0,8.6
253,0.0,0.0,-1.0,8.6
254,0.0,0.0,-1.0,8.6
255,0.0,0.0,-1.0,8.6
256,0.0,0.0,-1.0,8.6
257,0.0,0.0,-1.0,8.6
258,0.0,0.0,-1.0,8.6
259,0.0,0.0,-1.0,8.6
260,0.0,0.0,-1.0,8.6
261,0.0,0.0,-1.0,8.6
262,0.0,0.0,-1.0,8.6
263,0.0,0.0,-1.0,8.6
264,0.0,0.0,-1.0,8.6
265,0.0,0.0,-1.0,8.6
266,0.0,0.0,-1.0,8.6
267,0.0,0.0,-1.0,8.6
268,0.0,0.0,-1.0,8.6
269,0.0,0.0,-1.0,8.6
270,0.0,0.0,-1.0,8.6
271,0.0,0.0,-1.0,8.6
272,0.0,0.0,-1.0,8.6
273,0.0,0.0,-1.0,8.6
274,0.0,0.0,-1.0,8.6
275,0.0,0.0,-1.0,8.5
276,0.0,0.0,-1.0,8.5
277,0.0,0.0,-1.0,8.5
278,0.0,0.0,-1.0,8.5
279,0.0,0.0,-1.0,8.5
280,0.0,0.0,-1.0,8.5
281,0.0,0.0,-1.0,8.5
282,0.0,0.0,-1.0,8.5
283,0.0,0.0,-1.0,8.5
284,0.0,0.0,-1.0,8.5
285,0.0,0.0,-1.0,8.5
286,0.0,0.0,-1.0,8.5
287,0.0,0.0,-1.0,8.4
288,0.0,0.0,-1.0,8.4
289,0.0,0.0,-1.0,8.4
290,0.0,0.0,-1.0,8.4
291,0.0,0.0,-1.0,8.4
292,0.0,0.0,-1.0,8.4
293,0.0,0.0,-1.0,8.4
294,0.0,0.0,-1.0,8.4
295,0.0,0.0,-1.0,8.4
296,0.0,0.0,-1.0,8.4
297,0.0,0.0,-1.0,8.3
298,0.0,0.0,-1.0,8.3
299,0.0,0.0,-1.0,8.2
300,0.0,0.0,-1.0,8.2
301,0.0,0.0,-1.0,8.2
302,0.0,0.0,-1.0,8.2
303,0.0,0.0,-1.0,8.2
304,0.0,0.0,-1.0,8.2
305,0.0,0.0,-1.0,8.1
306,0.0,0.0,-1.0,8.1
307,0.0,0.0,-1.0,8.2
308,0.0,0.0,-1.0,8.2
309,0.0,0.0,-1.0,8.2
310,0.0,0.0,-1.0,8.2
311,0.0,0.0,-1.0,8.2
312,0.0,0.0,-1.0,8.2
313,0.0,0.0,-1.0,8.2
314,0.0,0.0,-1.0,8.2
315,0.0,0.0,-1.0,8.2
316,0.0,0.0,-1.0,8.1
317,0.0,0.0,-1.0,8.1
318,0.0,0.0,-1.0,8.1
319,0.0,0.0,-1.0,8.1
320,0.0,0.0,-1.0,8.2
321,0.0,0.0,-1.0,8.2
322,0.0,0.0,-1.0,8.2
323,0.0,0.0,-1.0,8.2
324,0.0,0.0,-1.0,8.2
325,0.0,0.0,-1.0,8.2
326,0.0,0.0,-1.0,8.2
327,0.0,0.0,-1.0,8.2
328,0.0,0.0,-1.0,8.1
329,0.0,0.0,-1.0,8.1
330,0.0,0.0,-1.0,8.1
331,0.0,0.0,-1.0,8.0
332,0.0,0.0,-1.0,8.0
333,0.0,0.0,-1.0,7.9
334,0.0,0.0,-1.0,7.9
335,0.0,0.0,-1.0,7.9
336,0.0,0.0,-1.0,7.9
337,0.0,0.0,-1.0,7.9
338,0.0,0.0,-1.0,7.9
339,0.0,0.0,-1.0,7.9
340,0.0,0.0,-1.0,7.9
341,0.0,0.0,-1.0,7.9
342,0.0,0.0,-1.0,7.9
343,0.0,0.0,-1.0,7.9
344,0.0,0.0,-1.0,8.0
345,0.0,0.0,-1.0,8.0
346,0.0,0.0,-1.0,8.0
347,0.0,0.0,-1.0,8.0
348,0.0,0.0,-1.0,8.0
349,0.0,0.0,-1.0,8.1
350,0.0,0.0,-1.0,8.1
351,0.0,0.0,-1.0,8.1
352,0.0,0.0,-1.0,8.1
353,0.0,0.0,-1.0,8.1
354,0.0,0.0,-1.0,8.0
355,0.0,0.0,-1.0,8.0
356,0.0,0.0,-1.0,8.0
357,0.0,0.0,-1.0,8.0
358,0.0,0.0,-1.0,8.0
359,0.0,0.0,-1.0,8.1
360,0.0,0.0,-1.0,8.1
361,0.0,0.0,-1.0,8.1
362,0.0,0.0,-1.0,8.2
363,0.0,0.0,-1.0,8.1
364,0.0,0.0,-1.0,8.1
365,0.0,0.0,-1.0,8.1
366,0.0,0.0,-1.0,8.0
367,0.0,0.0,-1.0,8.0
368,0.0,0.0,-1.0,8.0
369,0.0,0.0,-1.0,8.0
370,0.0,0.0,-1.0,8.0
371,0.0,0.0,-1.0,8.0
372,0.0,0.0,-1.0,8.0
373,0.0,0.0,-1.0,8.0
374,0.0,0.0,-1.0,8.0
375,0.0,0.0,-1.0,8.0
376,0.0,0.0,-1.0,8.0
377,0.0,0.0,-1.0,8.0
378,0.0,0.0,-1.0,8.0
379,0.0,0.0,-1.0,8.0
380,0.0,0.0,-1.0,8.1
381,0.0,0.0,-1.0,8.1
382,0.0,0.0,-1.0,8.1
383,0.0,0.0,-1.0,8.1
384,0.0,0.0,-1.0,8.1
385,0.0,0.0,-1.0,8.2
386,0.0,0.0,-1.0,8.2
387,0.0,0.0,-1.0,8.2
388,0.0,0.0,-1.0,8.3
389,0.0,0.0,-1.0,8.3
390,0.0,0.0,-1.0,8.3
391,0.0,0.0,-1.0,8.3
392,0.0,0.0,-1.0,8.3
393,0.0,0.0,-1.0,8.3
394,0.0,0.0,-1.0,8.3
395,0.0,0.0,-1.0,8.3
396,0.0,0.0,-1.0,8.3
397,0.0,0.0,-1.0,8.3
398,0.0,0.0,-1.0,8.2
399,0.0,0.0,-1.0,8.2
400,0.0,0.0,-1.0,8.2
401,0.0,0.0,-1.0,8.2
402,0.0,0.0,-1.0,8.2
403,0.0,0.0,-1.0,8.1
404,0.0,0.0,-1.0,8.0
405,0.0,0.0,-1.0,8.0
406,0.0,0.0,-1.0,7.9
407,0.0,0.0,-1.0,7.8
408,0.0,0.0,-1.0,7.8
409,0.0,0.0,-1.0,7.7
410,0.0,0.0,-1.0,7.7
411,0.0,0.0,-1.0,7.6
412,0.0,0.0,-1.0,7.6
413,0.0,0.0,-1.0,7.5
414,0.0,0.0,-1.0,7.5
415,0.0,0.0,-1.0,7.5
416,0.0,0.0,-1.0,7.6
417,0.0,0.0,-1.0,7.6
418,0.0,0.0,-1.0,7.6
419,0.0,0.0,-1.0,7.7
420,0.0,0.0,-1.0,7.7
421,0.0,0.0,-1.0,7.7
422,0.0,0.0,-1.0,7.8
423,0.0,0.0,-1.0,7.8
424,0.0,0.0,-1.0,7.8
425,0.0,0.0,-1.0,7.8
426,0.0,0.0,-1.0,7.8
427,0.0,0.0,-1.0,7.9
428,0.0,0.0,-1.0,7.9
429,0.0,0.0,-1.0,7.9
430,0.0,0.0,-1.0,7.9
431,0.0,0.0,-1.0,8.0
432,0.0,0.0,-1.0,8.0
433,0.0,0.0,-1.0,8.0
434,0.0,0.0,-1.0,8.0
435,0.0,0.0,-1.0,7.9
436,0.0,0.0,-1.0,7.9
437,0.0,0.0,-1.0,7.7
438,0.0,0.0,-1.0,7.7
439,0.0,0.0,-1.0,7.6
440,0.0,0.0,-1.0,7.6
441,0.0,0.0,-1.0,7.6
442,0.0,0.0,-1.0,7.5
443,0.0,0.0,-1.0,7.5
444,0.0,0.0,-1.0,7.4
445,0.0,0.0,-1.0,7.4
446,0.0,0.0,-1.0,7.4
447,0.0,0.0,-1.0,7.4
448,0.0,0.0,-1.0,7.4
449,0.0,0.0,-1.0,7.4
450,0.0,0.0,-1.0,7.4
451,0.0,0.0,-1.0,7.4
452,0.0,0.0,-1.0,7.4
453,0.0,0.0,-1.0,7.4
454,0.0,0.0,-1.0,7.4
455,0.0,0.0,-1.0,7.4
456,0.0,0.0,-1.0,7.3
457,0.0,0.0,-1.0,7.3
458,0.0,0.0,-1.0,7.3
459,0.0,0.0,-1.0,7.2
460,0.0,0.0,-1.0,7.2
461,0.0,0.0,-1.0,7.2
462,0.0,0.0,-1.0,7.2
463,0.0,0.0,-1.0,7.2
464,0.0,0.0,-1.0,7.2
465,0.0,0.0,-1.0,7.2
466,0.0,0.0,-1.0,7.2
467,0.0,0.0,-1.0,7.2
468,0.0,0.0,-1.0,7.2
469,0.0,0.0,-1.0,7.1
470,0.0,0.0,-1.0,7.1
471,0.0,0.0,-1.0,7.1
472,0.0,0.0,-1.0,7.1
473,0.0,0.0,-1.0,7.1
474,0.0,0.0,-1.0,7.1
475,0.0,0.0,-1.0,7.1
476,0.0,0.0,-1.0,7.1
477,0.0,0.0,-1.0,7.1
478,0.0,0.0,-1.0,7.1
479,0.0,0.0,-1.0,7.1
480,0.0,0.0,-1.0,7.1
481,0.0,0.0,-1.0,7.1
482,0.0,0.0,-1.0,7.2
483,0.0,0.0,-1.0,7.2
484,0.0,0.0,-1.0,7.3
485,0.0,0.0,-1.0,7.3
486,0.0,0.0,-1.0,7.3
487,0.0,0.0,-1.0,7.3
488,0.0,0.0,-1.0,7.3
489,0.0,0.0,-1.0,7.3
490,0.0,0.0,-1.0,7.3
491,0.0,0.0,-1.0,7.3
492,0.0,0.0,-1.0,7.3
493,0.0,0.0,-1.0,7.3
494,0.0,0.0,-1.0,7.3
495,0.0,0.0,-1.0,7.2
496,0.0,0.0,-1.0,7.2
497,0.0,0.0,-1.0,7.2
498,0.0,0.0,-1.0,7.2
499,0.0,0.0,-1.0,7.2
500,0.0,0.0,-1.0,7.1
501,0.0,0.0,-1.0,7.1
502,0.0,0.0,-1.0,7.1
503,0.0,0.0,-1.0,7.1
504,0.0,0.0,-1.0,7.1
505,0.0,0.0,-1.0,7.1
506,0.0,0.0,-1.0,7.0
507,0.0,0.0,-1.0,7.0
508,0.0,0.0,-1.0,7.0
509,0.0,0.0,-1.0,7.0
510,0.0,0.0,-1.0,7.0
511,0.0,0.0,-1.0,7.0
512,0.0,0.0,-1.0,7.0
513,0.0,0.0,-1.0,7.0
514,0.0,0.0,-1.0,7.0
515,0.0,0.0,-1.0,7.0
516,0.0,0.0,-1.0,7.0
517,0.0,0.0,-1.0,7.0
518,0.0,0.0,-1.0,7.0
519,0.0,0.0,-1.0,7.0
520,0.0,0.0,-1.0,7.0
521,0.0,0.0,-1.0,7.0
522,0.0,0.0,-1.0,7.0
523,0.0,0.0,-1.0,7.0
524,0.0,0.0,-1.0,7.0
525,0.0,0.0,-1.0,7.0
526,0.0,0.0,-1.0,7.0
527,0.0,0.0,-1.0,7.0
528,0.0,0.0,-1.0,7.0
529,0.0,0.0,-1.0,7.0
530,0.0,0.0,-1.0,7.0
531,0.0,0.0,-1.0,7.0
532,0.0,0.0,-1.0,7.1
533,0.0,0.0,-1.0,7.1
534,0.0,0.0,-1.0,7.1
535,0.0,0.0,-1.0,7.1
536,0.0,0.0,-1.0,7.2
537,0.0,0.0,-1.0,7.2
538,0.0,0.0,-1.0,7.2
539,0.0,0.0,-1.0,7.2
540,0.0,0.0,-1.0,7.2
541,0.0,0.0,-1.0,7.2
542,0.0,0.0,-1.0,7.2
543,0.0,0.0,-1.0,7.2
544,0.0,0.0,-1.0,7.2
545,0.0,0.0,-1.0,7.3
546,0.0,0.0,-1.0,7.3
547,0.0,0.0,-1.0,7.3
548,0.0,0.0,-1.0,7.3
549,0.0,0.0,-1.0,7.3
550,0.0,0.0,-1.0,7.3
551,0.0,0.0,-1.0,7.3
552,0.0,0.0,-1.0,7.2
553,0.0,0.0,-1.0,7.2
554,0.0,0.0,-1.0,7.2
555,0.0,0.0,-1.0,7.2
556,0.0,0.0,-1.0,7.2
557,4.6,88.0,-1.0,12.6
558,4.5,86.0,-1.0,12.5
559,4.6,87.0,-1.0,12.5
560,4.5,86.0,-1.0,12.5
561,4.4,85.0,-1.0,12.6
562,4.2,82.0,-1.0,12.6
563,4.1,80.0,-1.0,12.5
564,4.0,78.0,-1.0,12.5
565,4.1,78.0,-1.0,12.4
566,4.1,79.0,-1.0,12.4
567,3.8,79.0,-1.0,12.3
568,4.0,78.0,-1.0,12.3
569,3.9,77.0,-1.0,12.2
570,3.7,76.0,-1.0,12.2
571,3.8,74.0,-1.0,12.2
572,3.8,74.0,-1.0,12.1
573,3.8,74.0,-1.0,12.1
574,3.8,74.0,-1.0,12.0
575,3.9,72.0,-1.0,11.9
576,3.6,72.0,-1.0,11.9
577,3.6,71.0,-1.0,11.9
578,3.2,68.0,-1.0,11.8
579,3.3,66.0,-1.0,11.8
580,3.0,60.0,-1.0,11.7
581,2.9,58.0,-1.0,11.7
582,2.9,57.0,-1.0,11.6
583,3.0,57.0,-1.0,11.5
584,3.0,57.0,-1.0,11.5
585,3.0,58.0,-1.0,11.4
586,3.1,59.0,-1.0,11.4
587,3.2,61.0,-1.0,11.4
588,3.1,63.0,-1.0,11.4
589,3.4,65.0,-1.0,11.4
590,3.5,66.0,-1.0,11.4
591,3.5,66.0,-1.0,11.4
592,3.6,67.0,-1.0,11.4
593,3.7,69.0,-1.0,11.5
594,3.9,74.0,-1.0,11.5
595,3.7,75.0,-1.0,11.6
596,3.9,75.0,-1.0,11.7
597,3.7,71.0,-1.0,11.7
598,3.5,68.0,-1.0,11.8
599,3.3,65.0,-1.0,11.8
600,3.2,62.0,-1.0,11.8
601,3.1,61.0,-1.0,11.8
602,3.2,61.0,-1.0,11.8
603,3.5,62.0,-1.0,11.7
604,3.5,64.0,-1.0,11.7
605,3.9,72.0,-1.0,11.7
606,4.1,76.0,-1.0,11.8
607,4.3,80.0,-1.0,11.8
608,4.4,83.0,-1.0,11.8
609,4.4,84.0,-1.0,11.9
610,4.4,85.0,-1.0,11.9
611,4.3,84.0,-1.0,11.9
612,4.1,81.0,-1.0,12.0
613,3.8,76.0,-1.0,12.0
614,3.7,72.0,-1.0,12.0
615,3.4,68.0,-1.0,12.1
616,3.5,64.0,-1.0,12.0
617,3.0,60.0,-1.0,12.0
618,2.6,56.0,-1.0,11.9
619,2.6,52.0,-1.0,11.9
620,2.5,49.0,-1.0,11.9
621,2.4,47.0,-1.0,11.8
622,2.2,46.0,-1.0,11.7
623,2.4,46.0,-1.0,11.6
624,2.5,47.0,-1.0,11.6
625,2.6,48.0,-1.0,11.5
626,2.7,50.0,-1.0,11.4
627,2.8,53.0,-1.0,11.4
628,2.9,56.0,-1.0,11.4
629,2.9,57.0,-1.0,11.3
630,3.0,54.0,-1.0,11.3
631,2.7,52.0,-1.0,11.3
632,2.6,50.0,-1.0,11.3
633,2.5,49.0,-1.0,11.3
634,2.5,49.0,-1.0,11.3
635,2.5,48.0,-1.0,11.3
636,2.4,47.0,-1.0,11.3
637,2.2,45.0,-1.0,11.3
638,2.1,43.0,-1.0,11.3
639,2.0,41.0,-1.0,11.3
640,2.0,39.0,-1.0,11.2
641,1.9,38.0,-1.0,11.2
642,1.9,37.0,-1.0,11.2
643,1.9,37.0,-1.0,11.1
644,2.1,37.0,-1.0,11.1
645,1.9,37.0,-1.0,11.0
646,1.9,37.0,-1.0,11.0
647,1.9,36.0,-1.0,10.9
648,1.8,35.0,-1.0,10.9
649,1.7,34.0,-1.0,10.9
650,1.6,31.0,-1.0,10.8
651,1.6,30.0,-1.0,10.7
652,0.0,30.0,-1.0,10.6
653,1.3,29.0,-1.0,10.6
654,1.5,29.0,-1.0,10.6
655,1.5,28.0,-1.0,10.5
656,0.0,26.0,-1.0,10.4
657,1.3,25.0,-1.0,10.4
658,1.3,25.0,-1.0,10.4
659,1.3,25.0,-1.0,10.3
660,1.4,26.0,-1.0,10.3
661,1.5,28.0,-1.0,10.3
662,1.7,30.0,-1.0,10.3
663,1.8,32.0,-1.0,10.3
664,1.8,34.0,-1.0,10.3
665,1.9,35.0,-1.0,10.3
666,2.0,36.0,-1.0,10.3
667,2.0,38.0,-1.0,10.3
668,2.1,40.0,-1.0,10.3
669,2.0,39.0,-1.0,10.4
670,1.9,38.0,-1.0,10.4
671,1.7,34.0,-1.0,10.4
672,1.6,32.0,-1.0,10.4
673,1.5,30.0,-1.0,10.4
674,1.5,30.0,-1.0,10.4
675,1.5,29.0,-1.0,10.4
676,1.5,28.0,-1.0,10.4
677,1.4,27.0,-1.0,10.4
678,1.3,26.0,-1.0,10.3
679,1.3,25.0,-1.0,10.3
680,1.3,25.0,-1.0,10.3
681,1.3,24.0,-1.0,10.3
682,1.3,24.0,-1.0,10.3
683,1.3,24.0,-1.0,10.3
684,1.3,24.0,-1.0,10.2
685,1.3,24.0,-1.0,10.2
686,1.4,25.0,-1.0,10.2
687,1.5,27.0,-1.0,10.2
688,1.6,30.0,-1.0,10.2
689,1.8,34.0,-1.0,10.2
690,2.0,37.0,-1.0,10.2
691,2.0,40.0,-1.0,10.2
692,2.3,43.0,-1.0,10.3
693,2.4,46.0,-1.0,10.3
694,2.4,46.0,-1.0,10.3
695,2.2,45.0,-1.0,10.3
696,2.1,42.0,-1.0,10.3
697,1.9,39.0,-1.0,10.3
698,1.5,31.0,-1.0,10.3
699,1.4,29.0,-1.0,10.3
700,1.4,27.0,-1.0,10.3
701,1.4,27.0,-1.0,10.3
702,1.4,27.0,-1.0,10.3
703,1.4,27.0,-1.0,10.3
704,1.5,28.0,-1.0,10.2
705,1.5,28.0,-1.0,10.2
706,1.3,29.0,-1.0,10.2
707,1.5,28.0,-1.0,10.2
708,1.4,27.0,-1.0,10.2
709,1.2,25.0,-1.0,10.2
710,1.1,22.0,-1.0,10.1
711,0.9,16.0,-1.0,10.1
712,0.6,14.0,-1.0,10.0
713,0.8,13.0,-1.0,10.0
714,0.7,12.0,-1.0,9.9
715,0.7,12.0,-1.0,9.9
716,0.7,12.0,-1.0,9.8
717,0.7,12.0,-1.0,9.8
718,0.7,12.0,-1.0,9.8
719,0.8,13.0,-1.0,9.8
720,0.9,15.0,-1.0,9.7
721,1.1,19.0,-1.0,9.7
722,1.4,25.0,-1.0,9.7
723,1.7,30.0,-1.0,9.8
724,2.0,37.0,-1.0,9.8
725,2.1,41.0,-1.0,9.8
726,2.2,44.0,-1.0,9.9
727,2.3,47.0,-1.0,9.9
728,2.4,49.0,-1.0,10.0
729,2.5,50.0,-1.0,10.0
730,2.4,49.0,-1.0,10.1
731,2.3,47.0,-1.0,10.1
732,2.0,43.0,-1.0,10.1
733,1.8,37.0,-1.0,10.2
734,1.5,32.0,-1.0,10.2
